"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","5","2:30.795","2:31.005","2:31.346","2:31.803","2:33.471","","","","","","02:31.684"
"GR Cup","Am","09","2:33.614","2:33.726","2:33.823","2:34.313","2:34.863","","","","","","02:34.068"
"GR Cup","Am","11","2:34.735","2:35.224","2:35.350","2:35.866","2:36.609","","","","","","02:35.557"
"GR Cup","Am","13","2:31.073","2:31.123","2:31.533","2:31.627","2:32.897","","","","","","02:31.651"
"GR Cup","Am","14","2:32.276","2:32.774","2:32.848","2:33.551","2:49.967","","","","","","02:36.283"
"GR Cup","Am","15","2:32.889","2:33.407","2:33.887","2:34.102","2:35.444","","","","","","02:33.946"
"GR Cup","Am","18","2:31.345","2:31.456","2:31.647","2:31.694","2:32.639","","","","","","02:31.756"
"GR Cup","Am","20","2:42.056","2:43.392","2:43.990","2:44.121","2:47.217","","","","","","02:44.155"
"GR Cup","Am","21","2:32.621","2:32.641","2:33.046","2:33.251","2:34.135","","","","","","02:33.139"
"GR Cup","Am","22","2:31.679","2:31.767","2:33.939","2:35.076","2:35.191","","","","","","02:33.530"
"GR Cup","Am","24","2:32.400","2:32.655","2:32.851","2:33.430","2:33.505","","","","","","02:32.968"
"GR Cup","Am","25","2:35.237","2:35.278","2:35.342","2:35.640","2:36.531","","","","","","02:35.606"
"GR Cup","Am","31","2:31.193","2:31.240","2:31.361","2:33.475","2:34.505","","","","","","02:32.355"
"GR Cup","Am","35","2:32.107","2:32.501","2:32.549","2:32.905","2:32.997","","","","","","02:32.612"
"GR Cup","Am","36","2:32.546","2:32.604","2:33.539","2:33.677","2:34.558","","","","","","02:33.385"
"GR Cup","Am","39","2:32.093","2:32.262","2:32.367","2:32.592","2:33.282","","","","","","02:32.519"
"GR Cup","Am","44","2:32.092","2:32.260","2:32.418","2:32.716","2:34.080","","","","","","02:32.713"
"GR Cup","Am","46","2:31.873","2:32.041","2:32.088","2:32.251","2:33.401","","","","","","02:32.331"
"GR Cup","Am","50","2:33.508","2:33.594","2:34.033","2:34.809","2:35.729","","","","","","02:34.335"
"GR Cup","Am","55","2:31.160","2:31.191","2:31.224","2:31.816","2:32.709","","","","","","02:31.620"
"GR Cup","Am","57","2:31.259","2:31.976","2:32.013","2:32.182","2:34.447","","","","","","02:32.375"
"GR Cup","Am","61","2:36.363","2:37.069","2:38.253","2:40.087","2:46.041","","","","","","02:39.563"
"GR Cup","Am","71","2:30.688","2:31.201","2:31.257","2:32.013","2:32.263","","","","","","02:31.484"
"GR Cup","Am","76","2:33.079","2:33.085","2:33.189","2:33.748","2:41.473","","","","","","02:34.915"
"GR Cup","Am","86","2:35.011","2:35.933","2:36.308","2:36.382","2:37.663","","","","","","02:36.259"
"GR Cup","Am","99","2:30.867","2:31.104","2:31.162","2:31.718","2:33.372","","","","","","02:31.645"
