NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
5;1;3;2:08.514;0;;45.880;0;47.871;0;34.763;0;147.4;6:51.427;08:46:51.427;0:45.880;0:47.871;0:34.763;;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.880;47.871;34.763;26.034;26.034;19.846;45.880;18.695;1:04.575;29.176;1:33.751;13.605;1:47.356;21.158;2:08.514;
5;1;4;2:07.838;2;;45.463;2;47.695;2;34.680;2;148.2;8:59.265;08:48:59.265;0:45.463;0:47.695;0:34.680;;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.463;47.695;34.680;25.709;25.709;19.754;45.463;18.544;1:04.007;29.151;1:33.158;13.582;1:46.740;21.098;2:07.838;
5;1;5;2:09.979;0;;45.703;0;49.287;0;34.989;0;145.8;11:09.244;08:51:09.244;0:45.703;0:49.287;0:34.989;;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.703;49.287;34.989;25.928;25.928;19.775;45.703;18.632;1:04.335;30.655;1:34.990;14.085;1:49.075;20.904;2:09.979;
5;1;6;2:08.483;0;;45.712;0;48.020;0;34.751;0;147.5;13:17.727;08:53:17.727;0:45.712;0:48.020;0:34.751;;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.712;48.020;34.751;25.685;25.685;20.027;45.712;18.655;1:04.367;29.365;1:33.732;13.563;1:47.295;21.188;2:08.483;
51;1;1;2:25.499;0;;1:00.748;0;49.716;0;35.035;0;130.2;2:25.499;08:42:25.499;1:00.748;0:49.716;0:35.035;;Massimo Sunseri;0:00:06.634;Am;;BSI Racing;Toyota Gazoo Racing;GF;60.748;49.716;35.035;40.377;40.377;20.371;1:00.748;19.353;1:20.101;30.363;1:50.464;13.928;2:04.392;21.107;2:25.499;
51;1;2;2:09.388;0;;45.772;0;48.401;2;35.215;0;146.4;4:34.887;08:44:34.887;0:45.772;0:48.401;0:35.215;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.772;48.401;35.215;25.992;25.992;19.780;45.772;18.866;1:04.638;29.535;1:34.173;14.045;1:48.218;21.170;2:09.388;
51;1;3;2:08.995;2;;45.457;0;48.908;0;34.630;2;146.9;6:43.882;08:46:43.882;0:45.457;0:48.908;0:34.630;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.457;48.908;34.630;25.716;25.716;19.741;45.457;19.068;1:04.525;29.840;1:34.365;13.809;1:48.174;20.821;2:08.995;
51;1;4;2:09.482;0;;45.624;0;48.558;0;35.300;0;146.3;8:53.364;08:48:53.364;0:45.624;0:48.558;0:35.300;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.624;48.558;35.300;25.807;25.807;19.817;45.624;19.046;1:04.670;29.512;1:34.182;14.163;1:48.345;21.137;2:09.482;
51;1;5;2:09.295;0;;45.817;0;48.719;0;34.759;0;146.5;11:02.659;08:51:02.659;0:45.817;0:48.719;0:34.759;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.817;48.719;34.759;25.951;25.951;19.866;45.817;18.919;1:04.736;29.800;1:34.536;13.715;1:48.251;21.044;2:09.295;
51;1;6;2:10.225;0;;45.583;0;49.636;0;35.006;0;145.5;13:12.884;08:53:12.884;0:45.583;0:49.636;0:35.006;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.583;49.636;35.006;25.756;25.756;19.827;45.583;20.104;1:05.687;29.532;1:35.219;14.046;1:49.265;20.960;2:10.225;
51;1;7;2:09.912;0;;45.430;2;48.716;0;35.766;0;145.8;15:22.796;08:55:22.796;0:45.430;0:48.716;0:35.766;;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;FF;45.430;48.716;35.766;25.622;25.622;19.808;45.430;18.985;1:04.415;29.731;1:34.146;14.229;1:48.375;21.537;2:09.912;
55;1;1;2:25.672;0;;1:02.289;0;48.325;0;35.058;0;130.1;2:25.672;08:42:25.672;1:02.289;0:48.325;0:35.058;;Spike Kohlbecker;0:00:09.920;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;62.289;48.325;35.058;42.031;42.031;20.258;1:02.289;18.998;1:21.287;29.327;1:50.614;14.001;2:04.615;21.057;2:25.672;
55;1;2;2:07.881;0;;45.141;0;47.883;0;34.857;0;148.1;4:33.553;08:44:33.553;0:45.141;0:47.883;0:34.857;;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.141;47.883;34.857;25.498;25.498;19.643;45.141;18.768;1:03.909;29.115;1:33.024;13.834;1:46.858;21.023;2:07.881;
55;1;3;2:06.600;2;;44.807;2;47.513;0;34.280;2;149.6;6:40.153;08:46:40.153;0:44.807;0:47.513;0:34.280;;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.807;47.513;34.280;25.347;25.347;19.460;44.807;18.570;1:03.377;28.943;1:32.320;13.543;1:45.863;20.737;2:06.600;
55;1;4;2:08.306;0;;44.863;0;47.424;2;36.019;0;147.7;8:48.459;08:48:48.459;0:44.863;0:47.424;0:36.019;;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.863;47.424;36.019;25.368;25.368;19.495;44.863;18.443;1:03.306;28.981;1:32.287;14.426;1:46.713;21.593;2:08.306;
55;1;5;2:10.518;0;;44.919;0;49.251;0;36.348;0;145.2;10:58.977;08:50:58.977;0:44.919;0:49.251;0:36.348;;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.919;49.251;36.348;25.374;25.374;19.545;44.919;18.593;1:03.512;30.658;1:34.170;15.488;1:49.658;20.860;2:10.518;
55;1;6;2:06.922;0;;44.862;0;47.702;0;34.358;0;149.3;13:05.899;08:53:05.899;0:44.862;0:47.702;0:34.358;;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.862;47.702;34.358;25.312;25.312;19.550;44.862;18.654;1:03.516;29.048;1:32.564;13.556;1:46.120;20.802;2:06.922;
61;1;1;3:21.709;0;;1:26.729;0;54.397;0;1:00.583;0;93.9;3:21.709;08:43:21.709;1:26.729;0:54.397;1:00.583;;James Klimas;0:00:25.595;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;86.729;54.397;60.583;1:03.941;1:03.941;22.788;1:26.729;22.746;1:49.475;31.651;2:21.126;15.096;2:36.222;45.487;3:21.709;
61;1;2;2:20.783;0;;53.715;0;50.771;0;36.297;0;134.6;5:42.492;08:45:42.492;0:53.715;0:50.771;0:36.297;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;53.715;50.771;36.297;32.556;32.556;21.159;53.715;20.259;1:13.974;30.512;1:44.486;14.580;1:59.066;21.717;2:20.783;
61;1;3;2:12.367;0;;46.591;0;49.708;0;36.068;0;143.1;7:54.859;08:47:54.859;0:46.591;0:49.708;0:36.068;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;46.591;49.708;36.068;26.411;26.411;20.180;46.591;19.647;1:06.238;30.061;1:36.299;14.405;1:50.704;21.663;2:12.367;
61;1;4;2:10.873;0;;46.061;0;49.318;0;35.494;0;144.8;10:05.732;08:50:05.732;0:46.061;0:49.318;0:35.494;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;46.061;49.318;35.494;26.050;26.050;20.011;46.061;19.400;1:05.461;29.918;1:35.379;14.164;1:49.543;21.330;2:10.873;
61;1;5;2:10.907;0;;45.862;2;49.297;0;35.748;0;144.7;12:16.639;08:52:16.639;0:45.862;0:49.297;0:35.748;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;45.862;49.297;35.748;25.878;25.878;19.984;45.862;19.307;1:05.169;29.990;1:35.159;14.159;1:49.318;21.589;2:10.907;
61;1;6;2:11.283;0;;46.092;0;49.858;0;35.333;2;144.3;14:27.922;08:54:27.922;0:46.092;0:49.858;0:35.333;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;46.092;49.858;35.333;26.111;26.111;19.981;46.092;19.365;1:05.457;30.493;1:35.950;13.946;1:49.896;21.387;2:11.283;
61;1;7;2:10.410;2;;46.059;0;48.911;2;35.440;0;145.3;16:38.332;08:56:38.332;0:46.059;0:48.911;0:35.440;;James Klimas;;Am;;Skip Barber Racing;Toyota Gazoo Racing;FF;46.059;48.911;35.440;26.154;26.154;19.905;46.059;19.079;1:05.138;29.832;1:34.970;14.029;1:48.999;21.411;2:10.410;
7;1;1;2:28.645;0;;1:05.253;0;48.891;0;34.501;0;127.5;2:28.645;08:42:28.645;1:05.253;0:48.891;0:34.501;;Jaxon Bell;0:00:11.278;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;65.253;48.891;34.501;44.888;44.888;20.365;1:05.253;19.062;1:24.315;29.829;1:54.144;13.634;2:07.778;20.867;2:28.645;
7;1;2;2:07.215;0;;45.180;0;47.703;0;34.332;0;148.9;4:35.860;08:44:35.860;0:45.180;0:47.703;0:34.332;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.180;47.703;34.332;25.545;25.545;19.635;45.180;18.543;1:03.723;29.160;1:32.883;13.606;1:46.489;20.726;2:07.215;
7;1;3;2:06.834;0;;44.944;0;47.680;0;34.210;0;149.4;6:42.694;08:46:42.694;0:44.944;0:47.680;0:34.210;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.944;47.680;34.210;25.337;25.337;19.607;44.944;18.683;1:03.627;28.997;1:32.624;13.551;1:46.175;20.659;2:06.834;
7;1;4;2:11.927;0;;49.017;0;47.867;0;35.043;0;143.6;8:54.621;08:48:54.621;0:49.017;0:47.867;0:35.043;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;49.017;47.867;35.043;28.916;28.916;20.101;49.017;18.683;1:07.700;29.184;1:36.884;13.850;1:50.734;21.193;2:11.927;
7;1;5;2:07.082;0;;44.810;2;47.946;0;34.326;0;149.1;11:01.703;08:51:01.703;0:44.810;0:47.946;0:34.326;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.810;47.946;34.326;25.252;25.252;19.558;44.810;18.758;1:03.568;29.188;1:32.756;13.556;1:46.312;20.770;2:07.082;
7;1;6;2:06.489;3;;44.941;0;47.405;2;34.143;3;149.8;13:08.192;08:53:08.192;0:44.941;0:47.405;0:34.143;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.941;47.405;34.143;25.252;25.252;19.689;44.941;18.494;1:03.435;28.911;1:32.346;13.423;1:45.769;20.720;2:06.489;
7;1;7;2:06.490;0;;44.819;0;47.420;0;34.251;0;149.8;15:14.682;08:55:14.682;0:44.819;0:47.420;0:34.251;;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;44.819;47.420;34.251;25.285;25.285;19.534;44.819;18.410;1:03.229;29.010;1:32.239;13.529;1:45.768;20.722;2:06.490;
71;1;1;2:35.399;0;;1:11.947;0;48.842;0;34.610;0;121.9;2:35.399;08:42:35.399;1:11.947;0:48.842;0:34.610;;Christian Weir;0:00:18.475;Am;;TechSport;Toyota Gazoo Racing;GF;71.947;48.842;34.610;51.141;51.141;20.806;1:11.947;19.210;1:31.157;29.632;2:00.789;13.829;2:14.618;20.781;2:35.399;
71;1;2;2:07.741;0;;45.166;0;47.853;0;34.722;0;148.3;4:43.140;08:44:43.140;0:45.166;0:47.853;0:34.722;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;45.166;47.853;34.722;25.577;25.577;19.589;45.166;18.694;1:03.860;29.159;1:33.019;13.872;1:46.891;20.850;2:07.741;
71;1;3;2:07.135;0;;45.153;0;47.683;0;34.299;0;149.0;6:50.275;08:46:50.275;0:45.153;0:47.683;0:34.299;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;45.153;47.683;34.299;25.460;25.460;19.693;45.153;18.591;1:03.744;29.092;1:32.836;13.599;1:46.435;20.700;2:07.135;
71;1;4;2:06.863;2;;45.036;0;47.530;0;34.297;2;149.3;8:57.138;08:48:57.138;0:45.036;0:47.530;0:34.297;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;45.036;47.530;34.297;25.442;25.442;19.594;45.036;18.540;1:03.576;28.990;1:32.566;13.532;1:46.098;20.765;2:06.863;
71;1;5;2:08.053;0;;45.697;0;47.522;2;34.834;0;147.9;11:05.191;08:51:05.191;0:45.697;0:47.522;0:34.834;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;45.697;47.522;34.834;25.988;25.988;19.709;45.697;18.477;1:04.174;29.045;1:33.219;13.891;1:47.110;20.943;2:08.053;
71;1;6;2:09.191;0;;44.992;2;48.424;0;35.775;0;146.6;13:14.382;08:53:14.382;0:44.992;0:48.424;0:35.775;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;44.992;48.424;35.775;25.431;25.431;19.561;44.992;18.775;1:03.767;29.649;1:33.416;14.514;1:47.930;21.261;2:09.191;
71;1;7;2:07.782;0;;45.046;0;47.621;0;35.115;0;148.3;15:22.164;08:55:22.164;0:45.046;0:47.621;0:35.115;;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;FF;45.046;47.621;35.115;25.430;25.430;19.616;45.046;18.503;1:03.549;29.118;1:32.667;13.920;1:46.587;21.195;2:07.782;
72;1;1;4:32.638;0;;2:57.894;0;59.389;0;35.355;0;69.5;4:32.638;08:44:32.638;2:57.894;0:59.389;0:35.355;;Ethan Goulart;0:01:50.472;Am;;TechSport;Toyota Gazoo Racing;GF;177.894;59.389;35.355;2:29.572;2:29.572;28.322;2:57.894;26.572;3:24.466;32.817;3:57.283;14.242;4:11.525;21.113;4:32.638;
72;1;2;2:07.051;2;;44.906;0;47.783;0;34.362;2;149.1;6:39.689;08:46:39.689;0:44.906;0:47.783;0:34.362;;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;44.906;47.783;34.362;25.372;25.372;19.534;44.906;18.549;1:03.455;29.234;1:32.689;13.504;1:46.193;20.858;2:07.051;
72;1;3;2:07.634;0;;44.853;2;47.569;2;35.212;0;148.4;8:47.323;08:48:47.323;0:44.853;0:47.569;0:35.212;;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;44.853;47.569;35.212;25.307;25.307;19.546;44.853;18.491;1:03.344;29.078;1:32.422;13.955;1:46.377;21.257;2:07.634;
72;1;4;2:10.624;0;;44.903;0;50.398;0;35.323;0;145.0;10:57.947;08:50:57.947;0:44.903;0:50.398;0:35.323;;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;44.903;50.398;35.323;25.321;25.321;19.582;44.903;18.754;1:03.657;31.644;1:35.301;14.482;1:49.783;20.841;2:10.624;
72;1;5;2:07.197;0;;44.910;0;47.891;0;34.396;0;148.9;13:05.144;08:53:05.144;0:44.910;0:47.891;0:34.396;;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;44.910;47.891;34.396;25.341;25.341;19.569;44.910;18.654;1:03.564;29.237;1:32.801;13.517;1:46.318;20.879;2:07.197;
72;1;6;2:07.258;0;;45.036;0;47.843;0;34.379;0;148.9;15:12.402;08:55:12.402;0:45.036;0:47.843;0:34.379;;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;FF;45.036;47.843;34.379;25.412;25.412;19.624;45.036;18.661;1:03.697;29.182;1:32.879;13.515;1:46.394;20.864;2:07.258;
80;1;1;2:42.605;0;;1:16.720;0;49.807;0;36.078;0;116.5;2:42.605;08:42:42.605;1:16.720;0:49.807;0:36.078;;Paityn Feyen;0:00:23.019;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;76.720;49.807;36.078;55.888;55.888;20.832;1:16.720;19.409;1:36.129;30.398;2:06.527;14.598;2:21.125;21.480;2:42.605;
80;1;2;2:09.811;0;;46.081;0;48.597;0;35.133;0;145.9;4:52.416;08:44:52.416;0:46.081;0:48.597;0:35.133;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;46.081;48.597;35.133;26.005;26.005;20.076;46.081;18.932;1:05.013;29.665;1:34.678;13.893;1:48.571;21.240;2:09.811;
80;1;3;2:09.412;2;;45.805;2;48.683;0;34.924;2;146.4;7:01.828;08:47:01.828;0:45.805;0:48.683;0:34.924;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.805;48.683;34.924;25.859;25.859;19.946;45.805;19.081;1:04.886;29.602;1:34.488;13.731;1:48.219;21.193;2:09.412;
80;1;4;2:09.435;0;;45.839;0;48.515;2;35.081;0;146.4;9:11.263;08:49:11.263;0:45.839;0:48.515;0:35.081;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.839;48.515;35.081;25.805;25.805;20.034;45.839;18.920;1:04.759;29.595;1:34.354;13.859;1:48.213;21.222;2:09.435;
80;1;5;2:11.589;0;;46.005;0;50.195;0;35.389;0;144.0;11:22.852;08:51:22.852;0:46.005;0:50.195;0:35.389;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;46.005;50.195;35.389;26.017;26.017;19.988;46.005;19.997;1:06.002;30.198;1:36.200;13.946;1:50.146;21.443;2:11.589;
80;1;6;2:10.131;0;;45.822;0;48.875;0;35.434;0;145.6;13:32.983;08:53:32.983;0:45.822;0:48.875;0:35.434;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.822;48.875;35.434;25.936;25.936;19.886;45.822;19.217;1:05.039;29.658;1:34.697;13.958;1:48.655;21.476;2:10.131;
80;1;7;2:11.180;0;;46.318;0;49.586;0;35.276;0;144.4;15:44.163;08:55:44.163;0:46.318;0:49.586;0:35.276;;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;46.318;49.586;35.276;25.974;25.974;20.344;46.318;19.679;1:05.997;29.907;1:35.904;13.674;1:49.578;21.602;2:11.180;
88;1;1;2:33.846;0;;1:08.389;0;50.130;0;35.327;0;123.1;2:33.846;08:42:33.846;1:08.389;0:50.130;0:35.327;;Max Stallone;0:00:13.639;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;68.389;50.130;35.327;47.217;47.217;21.172;1:08.389;19.687;1:28.076;30.443;1:58.519;13.965;2:12.484;21.362;2:33.846;
88;1;2;2:09.652;0;;45.705;0;48.575;0;35.372;0;146.1;4:43.498;08:44:43.498;0:45.705;0:48.575;0:35.372;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;45.705;48.575;35.372;25.785;25.785;19.920;45.705;18.796;1:04.501;29.779;1:34.280;13.849;1:48.129;21.523;2:09.652;
88;1;3;2:09.033;0;;45.757;0;47.816;0;35.460;0;146.8;6:52.531;08:46:52.531;0:45.757;0:47.816;0:35.460;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;45.757;47.816;35.460;25.934;25.934;19.823;45.757;18.706;1:04.463;29.110;1:33.573;14.191;1:47.764;21.269;2:09.033;
88;1;4;2:07.306;2;;45.234;2;47.683;2;34.389;2;148.8;8:59.837;08:48:59.837;0:45.234;0:47.683;0:34.389;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;45.234;47.683;34.389;25.418;25.418;19.816;45.234;18.504;1:03.738;29.179;1:32.917;13.569;1:46.486;20.820;2:07.306;
88;1;5;2:11.882;0;;46.059;0;49.720;0;36.103;0;143.7;11:11.719;08:51:11.719;0:46.059;0:49.720;0:36.103;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;46.059;49.720;36.103;26.227;26.227;19.832;46.059;18.567;1:04.626;31.153;1:35.779;15.251;1:51.030;20.852;2:11.882;
88;1;6;2:08.481;0;;45.357;0;48.284;0;34.840;0;147.5;13:20.200;08:53:20.200;0:45.357;0:48.284;0:34.840;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;45.357;48.284;34.840;25.563;25.563;19.794;45.357;18.647;1:04.004;29.637;1:33.641;13.718;1:47.359;21.122;2:08.481;
88;1;7;2:09.614;0;;45.521;0;48.989;0;35.104;0;146.2;15:29.814;08:55:29.814;0:45.521;0:48.989;0:35.104;;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;FF;45.521;48.989;35.104;25.656;25.656;19.865;45.521;18.669;1:04.190;30.320;1:34.510;14.172;1:48.682;20.932;2:09.614;
89;1;1;2:30.162;0;;1:05.619;0;49.160;0;35.383;0;126.2;2:30.162;08:42:30.162;1:05.619;0:49.160;0:35.383;;Livio Galanti;0:00:10.794;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;65.619;49.160;35.383;45.293;45.293;20.326;1:05.619;19.045;1:24.664;30.115;1:54.779;14.301;2:09.080;21.082;2:30.162;
89;1;2;2:08.684;0;;45.775;0;48.082;0;34.827;0;147.2;4:38.846;08:44:38.846;0:45.775;0:48.082;0:34.827;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.775;48.082;34.827;25.943;25.943;19.832;45.775;18.663;1:04.438;29.419;1:33.857;13.751;1:47.608;21.076;2:08.684;
89;1;3;2:09.717;0;;45.795;0;48.284;0;35.638;0;146.0;6:48.563;08:46:48.563;0:45.795;0:48.284;0:35.638;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.795;48.284;35.638;25.851;25.851;19.944;45.795;18.858;1:04.653;29.426;1:34.079;14.348;1:48.427;21.290;2:09.717;
89;1;4;2:08.299;0;;45.456;0;47.886;0;34.957;0;147.7;8:56.862;08:48:56.862;0:45.456;0:47.886;0:34.957;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.456;47.886;34.957;25.785;25.785;19.671;45.456;18.606;1:04.062;29.280;1:33.342;13.819;1:47.161;21.138;2:08.299;
89;1;5;2:08.949;0;;45.434;0;47.976;0;35.539;0;146.9;11:05.811;08:51:05.811;0:45.434;0:47.976;0:35.539;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.434;47.976;35.539;25.761;25.761;19.673;45.434;18.654;1:04.088;29.322;1:33.410;14.312;1:47.722;21.227;2:08.949;
89;1;6;2:08.993;0;;45.452;0;48.087;0;35.454;0;146.9;13:14.804;08:53:14.804;0:45.452;0:48.087;0:35.454;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.452;48.087;35.454;25.726;25.726;19.726;45.452;18.821;1:04.273;29.266;1:33.539;13.947;1:47.486;21.507;2:08.993;
89;1;7;2:08.071;2;;45.386;2;47.881;2;34.804;2;147.9;15:22.875;08:55:22.875;0:45.386;0:47.881;0:34.804;;Livio Galanti;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;45.386;47.881;34.804;25.637;25.637;19.749;45.386;18.633;1:04.019;29.248;1:33.267;13.715;1:46.982;21.089;2:08.071;
93;1;1;2:35.103;0;;1:07.212;0;51.649;0;36.242;0;122.1;2:35.103;08:42:35.103;1:07.212;0:51.649;0:36.242;;Patrick Brunson;0:00:11.795;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;67.212;51.649;36.242;46.252;46.252;20.960;1:07.212;19.895;1:27.107;31.754;1:58.861;14.492;2:13.353;21.750;2:35.103;
93;1;2;2:12.810;0;;46.610;0;49.649;0;36.551;0;142.6;4:47.913;08:44:47.913;0:46.610;0:49.649;0:36.551;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.610;49.649;36.551;26.561;26.561;20.049;46.610;19.843;1:06.453;29.806;1:36.259;15.195;1:51.454;21.356;2:12.810;
93;1;3;2:10.064;0;;46.078;0;48.736;0;35.250;0;145.7;6:57.977;08:46:57.977;0:46.078;0:48.736;0:35.250;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.078;48.736;35.250;26.108;26.108;19.970;46.078;19.135;1:05.213;29.601;1:34.814;13.965;1:48.779;21.285;2:10.064;
93;1;4;2:09.502;0;;45.876;0;48.775;0;34.851;0;146.3;9:07.479;08:49:07.479;0:45.876;0:48.775;0:34.851;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.876;48.775;34.851;25.934;25.934;19.942;45.876;19.152;1:05.028;29.623;1:34.651;13.881;1:48.532;20.970;2:09.502;
93;1;5;2:10.237;0;;45.673;0;48.876;0;35.688;0;145.5;11:17.716;08:51:17.716;0:45.673;0:48.876;0:35.688;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.673;48.876;35.688;25.682;25.682;19.991;45.673;19.152;1:04.825;29.724;1:34.549;14.558;1:49.107;21.130;2:10.237;
93;1;6;2:09.183;0;;45.494;2;48.787;0;34.902;0;146.7;13:26.899;08:53:26.899;0:45.494;0:48.787;0:34.902;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.494;48.787;34.902;25.738;25.738;19.756;45.494;19.029;1:04.523;29.758;1:34.281;13.784;1:48.065;21.118;2:09.183;
93;1;7;2:08.858;2;;45.592;0;48.485;2;34.781;2;147.0;15:35.757;08:55:35.757;0:45.592;0:48.485;0:34.781;;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;45.592;48.485;34.781;25.799;25.799;19.793;45.592;18.882;1:04.474;29.603;1:34.077;13.745;1:47.822;21.036;2:08.858;
98;1;1;3:42.824;0;;2:17.643;0;50.287;0;34.894;0;85.0;3:42.824;08:43:42.824;2:17.643;0:50.287;0:34.894;;Max Schweid;0:01:21.273;Am;;TechSport;Toyota Gazoo Racing;GF;137.643;50.287;34.894;1:55.789;1:55.789;21.854;2:17.643;19.813;2:37.456;30.474;3:07.930;13.843;3:21.773;21.051;3:42.824;
98;1;2;2:10.327;0;;45.408;0;50.297;0;34.622;0;145.4;5:53.151;08:45:53.151;0:45.408;0:50.297;0:34.622;;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;45.408;50.297;34.622;25.730;25.730;19.678;45.408;18.811;1:04.219;31.486;1:35.705;13.693;1:49.398;20.929;2:10.327;
