"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"1","1","55","Spike Kohlbecker","Am","5","15:14.817",914817,"2:27.696",147696,"83.117","5","","","0","21","17.050","0","","Spike","Kohlbecker","2:28.065",148065,"","32.141",32141,"56.317",56317,"59.022",59022,"Spike","Kohlbecker","","219122","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:kQi1rtvncRp7Rzhg_xBiT","entries:events-2024-sro-cota:kQi1rtvncRp7Rzhg_xBiT","11385466","",21,"20 (21 → 1)","20"
"2","2","99","Jaxon Bell","Am","5","15:30.687",930687,"2:28.032",148032,"82.928","3","0.336","0.336","0","30","17.050","0","","Jaxon","Bell","2:28.345",148345,"","32.249",32249,"56.607",56607,"59.077",59077,"Jaxon","Bell","","219090","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:N6WMshj1VUKEXqQkzFq4a","entries:events-2024-sro-cota:N6WMshj1VUKEXqQkzFq4a","13153784","",29,"27 (29 → 2)","28"
"3","3","13","Westin Workman","Am","5","15:08.473",908473,"2:28.102",148102,"82.889","4","0.406","0.070","0","5","17.050","0","","Westin","Workman","2:28.427",148427,"","32.090",32090,"56.567",56567,"59.219",59219,"Westin","Workman","","219250","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:D_Kuz9gCsmU5ekLPSWF8v","entries:events-2024-sro-cota:D_Kuz9gCsmU5ekLPSWF8v","15241424","",5,"2 (5 → 3)","2"
"4","4","22","Devin Anderson","Am","5","15:21.928",921928,"2:28.205",148205,"82.831","4","0.509","0.103","0","10","17.050","0","","Devin","Anderson","2:28.578",148578,"","32.228",32228,"56.398",56398,"59.549",59549,"Devin","Anderson","","219213","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:A8tM_zEF4W6hMArB3a8W7","entries:events-2024-sro-cota:A8tM_zEF4W6hMArB3a8W7","11308725","",10,"6 (10 → 4)","6"
"5","5","18","Jordan RickSegrini","Am","5","15:10.058",910058,"2:28.289",148289,"82.784","4","0.593","0.084","0","7","17.050","0","","Jordan","RickSegrini","2:28.707",148707,"","32.232",32232,"56.679",56679,"59.311",59311,"Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","12415550","",7,"2 (7 → 5)","2"
"6","6","46","Lucas Weisenberg","Am","5","15:09.128",909128,"2:28.466",148466,"82.686","3","0.770","0.177","0","17","17.050","0","","Lucas","Weisenberg","2:28.483",148483,"","32.241",32241,"56.912",56912,"59.194",59194,"Lucas","Weisenberg","","219272","GR Cup","Toyota GR86","Lucas Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:_vSMjpo8H_5GBfjgHyGUE","entries:events-2024-sro-cota:_vSMjpo8H_5GBfjgHyGUE","12208074","",17,"11 (17 → 6)","11"
"7","7","51","Adam Brickley","Am","5","15:06.979",906979,"2:28.604",148604,"82.609","5","0.908","0.138","0","20","17.050","0","","Adam","Brickley","2:29.137",149137,"","32.169",32169,"56.760",56760,"59.288",59288,"Adam","Brickley","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","12714404","",20,"13 (20 → 7)","13"
"8","8","24","Jade Avedisian","Am","5","15:21.306",921306,"2:28.646",148646,"82.585","4","0.950","0.042","0","11","17.050","0","","Jade","Avedisian","2:28.648",148648,"","32.378",32378,"56.680",56680,"59.238",59238,"Jade","Avedisian","","219104","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:zneEhSIHSC6v1bYuVZFCG","entries:events-2024-sro-cota:zneEhSIHSC6v1bYuVZFCG","10544198","",11,"3 (11 → 8)","3"
"9","9","76","Steven Clemons","Am","5","15:10.947",910947,"2:28.683",148683,"82.565","3","0.987","0.037","0","25","17.050","0","","Steven","Clemons","2:28.871",148871,"","32.188",32188,"56.986",56986,"59.416",59416,"Steven","Clemons","","219225","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:lPSTpP2K_7zJF2PzyS77A","entries:events-2024-sro-cota:lPSTpP2K_7zJF2PzyS77A","13032211","",25,"16 (25 → 9)","16"
"10","10","11","Austin Dodge","Am","5","15:12.385",912385,"2:28.700",148700,"82.555","5","1.004","0.017","0","4","17.050","0","","Austin","Dodge","2:28.706",148706,"","32.240",32240,"56.883",56883,"59.027",59027,"Austin","Dodge","","219268","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","10741809","",4,"-6 (4 → 10)","-6"
