"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","3","2:32.161","2:32.678","2:32.773","2:33.460","2:34.277","","","","","","02:33.070"
"GR Cup","Am","5","2:27.660","2:28.150","2:29.542","2:29.764","2:31.881","","","","","","02:29.399"
"GR Cup","Am","09","2:29.617","2:29.757","2:30.062","2:31.002","2:31.634","","","","","","02:30.414"
"GR Cup","Am","11","2:28.700","2:28.706","2:28.872","2:28.881","2:29.126","","","","","","02:28.857"
"GR Cup","Am","13","2:28.102","2:28.427","2:28.498","2:30.448","2:30.763","","","","","","02:29.248"
"GR Cup","Am","14","2:29.163","2:29.695","2:29.801","2:30.333","2:30.374","","","","","","02:29.873"
"GR Cup","Am","18","2:28.289","2:28.707","2:28.956","2:29.142","2:29.472","","","","","","02:28.913"
"GR Cup","Am","20","2:39.383","2:40.416","2:41.177","2:41.280","2:41.986","","","","","","02:40.848"
"GR Cup","Am","21","2:29.467","2:29.700","2:30.310","2:30.379","2:30.499","","","","","","02:30.071"
"GR Cup","Am","22","2:28.205","2:28.578","2:28.633","2:29.126","2:31.634","","","","","","02:29.235"
"GR Cup","Am","24","2:28.646","2:28.648","2:28.712","2:29.375","2:30.006","","","","","","02:29.077"
"GR Cup","Am","25","2:30.851","2:31.707","2:31.730","2:31.859","2:33.945","","","","","","02:32.018"
"GR Cup","Am","31","2:29.591","2:30.184","2:30.585","2:30.843","2:31.536","","","","","","02:30.548"
"GR Cup","Am","34","2:28.762","2:29.158","2:29.193","2:29.265","2:37.914","","","","","","02:30.858"
"GR Cup","Am","39","2:29.273","2:29.382","2:29.736","2:29.765","2:29.868","","","","","","02:29.605"
"GR Cup","Am","44","2:28.922","2:29.093","2:29.642","2:30.536","2:45.816","","","","","","02:32.802"
"GR Cup","Am","46","2:28.466","2:28.483","2:28.799","2:28.991","2:31.863","","","","","","02:29.320"
"GR Cup","Am","47","2:30.781","2:31.207","2:31.669","2:32.302","2:33.578","","","","","","02:31.907"
"GR Cup","Am","50","2:30.718","2:31.058","2:31.094","2:31.282","2:32.176","","","","","","02:31.266"
"GR Cup","Am","51","2:28.387","2:28.604","2:29.137","2:29.620","2:29.978","","","","","","02:29.145"
"GR Cup","Am","55","2:27.696","2:28.065","2:28.416","2:28.742","2:28.823","","","","","","02:28.348"
"GR Cup","Am","57","2:28.275","2:28.445","2:28.484","2:29.260","2:30.906","","","","","","02:29.074"
"GR Cup","Am","61","2:32.980","2:33.909","2:34.642","2:35.618","2:36.935","","","","","","02:34.817"
"GR Cup","Am","75","2:30.734","2:31.093","2:31.160","2:31.185","2:36.157","","","","","","02:32.066"
"GR Cup","Am","76","2:28.683","2:28.871","2:29.414","2:29.453","2:30.210","","","","","","02:29.326"
"GR Cup","Am","77","2:29.891","2:29.909","2:30.082","2:30.272","2:30.652","3:08.354","","","","","02:36.527"
"GR Cup","Am","86","2:32.868","2:33.794","2:34.686","2:35.007","2:36.936","","","","","","02:34.658"
"GR Cup","Am","88","2:30.501","2:30.514","2:31.107","2:32.870","2:37.506","","","","","","02:32.500"
"GR Cup","Am","99","2:28.032","2:28.345","2:28.348","2:36.221","2:50.479","","","","","","02:34.285"
