"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","5","2:44.798","2:45.101","2:45.982","2:46.595","2:48.412","2:51.054","2:54.552","2:55.431","2:55.840","3:00.939","02:50.870"
"GR Cup","Am","09","2:45.717","2:46.642","2:47.027","2:49.685","2:51.682","2:52.975","2:53.016","3:00.065","3:08.484","3:25.675","02:56.097"
"GR Cup","Am","11","2:47.131","2:48.458","2:48.956","2:49.897","2:50.348","2:51.645","2:55.149","2:57.556","3:00.744","3:34.960","02:56.484"
"GR Cup","Am","13","2:45.078","2:45.974","2:46.507","2:46.704","2:48.345","2:50.689","2:51.110","2:53.669","2:55.920","3:06.133","02:51.013"
"GR Cup","Am","14","2:43.549","2:44.484","2:44.939","2:45.782","2:46.660","2:48.388","2:56.333","3:03.999","4:00.163","4:09.463","03:04.376"
"GR Cup","Am","15","2:46.121","2:47.384","2:48.245","2:48.365","2:48.469","2:50.849","2:53.114","2:54.401","2:56.831","3:05.201","02:51.898"
"GR Cup","Am","18","2:45.548","2:46.306","2:46.959","2:47.027","2:47.240","2:49.945","2:51.061","2:53.264","2:57.930","3:05.486","02:51.077"
"GR Cup","Am","20","2:57.574","2:57.706","2:57.792","2:57.962","2:58.388","2:59.570","3:02.478","3:03.416","3:05.148","3:22.731","03:02.277"
"GR Cup","Am","21","2:47.213","2:48.176","2:48.821","2:49.725","2:51.626","2:53.527","2:54.172","2:54.842","3:00.416","3:09.930","02:53.845"
"GR Cup","Am","22","2:44.728","2:45.866","2:47.044","2:47.380","2:49.235","2:49.887","2:51.598","2:53.024","2:56.392","3:05.296","02:51.045"
"GR Cup","Am","24","2:43.541","2:44.795","2:46.280","2:48.210","2:48.507","2:49.258","2:52.289","2:58.421","3:07.695","3:10.390","02:52.939"
"GR Cup","Am","31","2:45.700","2:46.235","2:46.755","2:49.438","2:49.743","2:51.568","2:52.333","2:52.853","2:56.141","3:06.446","02:51.721"
"GR Cup","Am","35","2:43.773","2:44.274","2:45.651","2:46.585","2:47.208","2:47.800","2:51.034","2:54.092","2:56.653","3:09.133","02:50.620"
"GR Cup","Am","36","2:45.582","2:46.270","2:49.697","2:51.383","2:52.032","2:54.863","2:58.221","3:02.745","3:09.014","3:12.683","02:56.249"
"GR Cup","Am","39","2:46.433","2:46.462","2:47.869","2:48.815","2:51.024","2:51.422","2:55.571","2:56.876","2:59.621","3:09.397","02:53.349"
"GR Cup","Am","44","2:44.529","2:45.911","2:46.493","2:46.617","2:47.795","2:49.333","2:50.348","2:52.073","2:55.107","3:05.675","02:50.388"
"GR Cup","Am","46","2:46.461","2:46.704","2:47.251","2:47.757","2:48.752","2:51.824","2:52.546","2:53.966","2:57.059","3:04.796","02:51.712"
"GR Cup","Am","50","2:46.396","2:46.652","2:47.138","2:48.240","2:51.143","2:52.794","2:53.802","2:54.930","2:57.608","3:07.290","02:52.599"
"GR Cup","Am","55","2:45.121","2:45.469","2:46.129","2:46.723","2:47.989","2:50.039","2:51.451","2:51.597","2:55.427","3:07.066","02:50.701"
"GR Cup","Am","57","2:45.733","2:46.591","2:46.886","2:47.751","2:50.398","2:53.421","2:54.017","2:56.732","2:59.276","3:26.763","02:54.757"
"GR Cup","Am","61","2:55.179","2:56.064","2:56.657","2:56.946","2:58.135","2:59.857","3:02.547","3:06.800","3:11.410","3:22.914","03:02.651"
"GR Cup","Am","71","2:45.590","2:46.547","2:46.725","2:47.255","2:47.400","2:49.056","2:50.923","2:53.464","2:55.038","3:05.748","02:50.775"
"GR Cup","Am","76","2:46.483","2:47.077","2:47.129","2:47.329","2:47.645","2:50.195","2:52.554","2:52.643","2:57.011","3:04.699","02:51.277"
"GR Cup","Am","86","2:52.948","2:53.737","2:53.807","2:53.873","2:54.035","2:57.035","2:59.197","3:05.256","3:13.371","3:22.477","03:00.574"
"GR Cup","Am","99","2:43.993","2:45.415","2:45.863","2:46.564","2:48.947","2:50.218","2:50.383","2:52.646","2:56.303","3:00.044","02:50.038"
