"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"1","1","99","Jaxon Bell","Am","11","31:56.622",1916622,"2:28.717",148717,"82.546","11","","","0","31","37.510","0","","Jaxon","Bell","2:29.306",149306,"2","32.320",32320,"57.077",57077,"59.195",59195,"Jaxon","Bell","","219090","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:N6WMshj1VUKEXqQkzFq4a","entries:events-2024-sro-cota:N6WMshj1VUKEXqQkzFq4a","13153784","",31,"30 (31 → 1)","30"
"2","2","5","Gresham Wagner","Am","11","30:29.170",1829170,"2:28.732",148732,"82.538","10","0.015","0.015","0","2","37.510","0","","Gresham","Wagner","2:28.992",148992,"","32.337",32337,"56.913",56913,"59.445",59445,"Gresham","Wagner","","219203","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:jq4MwktJb3hs_n5HAGBsM","entries:events-2024-sro-cota:jq4MwktJb3hs_n5HAGBsM","15257379","",2,"0 (2 → 2)","0"
"3","3","39","Maximilian Hewitt","Am","11","30:34.984",1834984,"2:29.022",149022,"82.377","10","0.305","0.290","0","16","37.510","0","","Maximilian","Hewitt","2:29.551",149551,"","32.468",32468,"56.860",56860,"59.407",59407,"Maximilian","Hewitt","","219206","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:WR7-4L5Im-cZhjwzDow_2","entries:events-2024-sro-cota:WR7-4L5Im-cZhjwzDow_2","13778007","",16,"13 (16 → 3)","13"
"4","4","34","Braydon Arthur","Am","11","32:09.612",1929612,"2:29.218",149218,"82.269","9","0.501","0.196","0","15","37.510","0","","Braydon","Arthur","2:29.221",149221,"1","32.458",32458,"56.870",56870,"59.513",59513,"Braydon","Arthur","","219195","GR Cup","Toyota GR86","JMF Motorsports","Toyota Gazoo Racing","CAN","","entries:events-2024-sro-cota:V0g-Nov2BW63AnLcPGWGS","entries:events-2024-sro-cota:V0g-Nov2BW63AnLcPGWGS","15222059","",15,"11 (15 → 4)","11"
"5","5","55","Spike Kohlbecker","Am","10","31:43.707",1903707,"2:29.336",149336,"82.204","1","0.619","0.118","0","22","34.100","0","","Spike","Kohlbecker","2:29.821",149821,"1","32.565",32565,"56.746",56746,"59.589",59589,"Spike","Kohlbecker","","219122","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:kQi1rtvncRp7Rzhg_xBiT","entries:events-2024-sro-cota:kQi1rtvncRp7Rzhg_xBiT","11385466","",22,"17 (22 → 5)","17"
"6","6","46","Lucas Weisenberg","Am","10","30:17.338",1817338,"2:29.377",149377,"82.181","3","0.660","0.041","0","18","34.100","0","","Lucas","Weisenberg","2:29.586",149586,"2","32.412",32412,"57.291",57291,"59.504",59504,"Lucas","Weisenberg","","219272","GR Cup","Toyota GR86","Lucas Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:_vSMjpo8H_5GBfjgHyGUE","entries:events-2024-sro-cota:_vSMjpo8H_5GBfjgHyGUE","12208074","",18,"12 (18 → 6)","12"
"7","7","76","Steven Clemons","Am","11","31:41.705",1901705,"2:29.430",149430,"82.152","4","0.713","0.053","0","26","37.510","0","","Steven","Clemons","2:29.924",149924,"1","32.560",32560,"57.130",57130,"59.541",59541,"Steven","Clemons","","219225","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:lPSTpP2K_7zJF2PzyS77A","entries:events-2024-sro-cota:lPSTpP2K_7zJF2PzyS77A","13032211","",26,"19 (26 → 7)","19"
"8","8","44","Aidan Yoder","Am","10","30:00.706",1800706,"2:29.585",149585,"82.067","7","0.868","0.155","0","17","34.100","0","","Aidan","Yoder","2:29.744",149744,"1","32.457",32457,"57.121",57121,"59.781",59781,"Aidan","Yoder","","219270","GR Cup","Toyota GR86","Precision Racing LA","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:CM9JG4N8gKc_YD4xA2mUh","entries:events-2024-sro-cota:CM9JG4N8gKc_YD4xA2mUh","14864382","",17,"9 (17 → 8)","9"
"9","9","51","Adam Brickley","Am","11","30:27.233",1827233,"2:29.679",149679,"82.016","10","0.962","0.094","0","21","37.510","0","","Adam","Brickley","2:29.842",149842,"","32.614",32614,"57.218",57218,"59.813",59813,"Adam","Brickley","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","12714404","",21,"12 (21 → 9)","12"
"10","10","14","Alex Garcia","Am","11","30:30.462",1830462,"2:29.702",149702,"82.003","7","0.985","0.023","0","6","37.510","7","","Alex","Garcia","2:30.358",150358,"2","32.520",32520,"56.996",56996,"1:00.108",60108,"Alex","Garcia","","219120","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:PZXURr7q2oXLTJiA_zMYb","entries:events-2024-sro-cota:PZXURr7q2oXLTJiA_zMYb","15057570","",6,"-4 (6 → 10)","-4"
