"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"11","11","11","Austin Dodge","Am","11","31:50.727",1910727,"2:29.729",149729,"81.988","5","1.012","0.027","0","4","37.510","0","","Austin","Dodge","2:30.049",150049,"","32.626",32626,"57.199",57199,"59.655",59655,"Austin","Dodge","","219268","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","10741809","",4,"-7 (4 → 11)","-7"
"12","12","18","Jordan RickSegrini","Am","11","31:46.453",1906453,"2:29.784",149784,"81.958","11","1.067","0.055","0","8","37.510","0","","Jordan","RickSegrini","2:29.848",149848,"1","32.576",32576,"57.275",57275,"59.774",59774,"Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","12415550","",8,"-4 (8 → 12)","-4"
"13","13","57","Mia Lovell","Am","11","30:16.347",1816347,"2:29.952",149952,"81.866","5","1.235","0.168","0","23","37.510","1","","Mia","Lovell","2:30.112",150112,"","32.596",32596,"57.257",57257,"59.701",59701,"Mia","Lovell","","218686","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:yenahMlkJwKEOId8Hhb2L","entries:events-2024-sro-cota:yenahMlkJwKEOId8Hhb2L","10314665","",23,"10 (23 → 13)","10"
"14","14","21","Livio Galanti","Am","11","30:43.311",1843311,"2:30.051",150051,"81.812","7","1.334","0.099","0","10","37.510","0","","Livio","Galanti","2:30.338",150338,"","32.641",32641,"57.083",57083,"59.732",59732,"Livio","Galanti","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:FSkNzdfan_qDMuUZx1bCb","entries:events-2024-sro-cota:FSkNzdfan_qDMuUZx1bCb","11765029","",10,"-4 (10 → 14)","-4"
"15","15","88","Henry Drury","Am","11","31:46.550",1906550,"2:30.126",150126,"81.771","8","1.409","0.075","0","30","37.510","0","","Henry","Drury","2:30.333",150333,"","32.602",32602,"57.192",57192,"1:00.016",60016,"Henry","Drury","","219218","GR Cup","Toyota GR86","Precision Racing LA w/ PT Autosport","Toyota Gazoo Racing","GBR","","entries:events-2024-sro-cota:7OJg2Yd03D0Yj02D9afYt","entries:events-2024-sro-cota:7OJg2Yd03D0Yj02D9afYt","13339178","",30,"15 (30 → 15)","15"
"16","16","22","Devin Anderson","Am","10","28:21.273",1701273,"2:30.165",150165,"81.750","9","1.448","0.039","0","11","34.100","0","","Devin","Anderson","2:30.205",150205,"1","32.685",32685,"57.290",57290,"1:00.037",60037,"Devin","Anderson","","219213","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:A8tM_zEF4W6hMArB3a8W7","entries:events-2024-sro-cota:A8tM_zEF4W6hMArB3a8W7","11308725","",11,"-5 (11 → 16)","-5"
"17","17","13","Westin Workman","Am","11","30:52.661",1852661,"2:30.320",150320,"81.666","6","1.603","0.155","0","5","37.510","0","","Westin","Workman","2:35.374",155374,"1","32.292",32292,"56.710",56710,"59.349",59349,"Westin","Workman","","219250","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:D_Kuz9gCsmU5ekLPSWF8v","entries:events-2024-sro-cota:D_Kuz9gCsmU5ekLPSWF8v","15241424","",5,"-12 (5 → 17)","-12"
"18","18","09","Maddie Aust","Am","11","31:45.315",1905315,"2:30.392",150392,"81.627","5","1.675","0.072","0","3","37.510","0","","Maddie","Aust","2:30.824",150824,"1","32.608",32608,"57.258",57258,"1:00.097",60097,"Maddie","Aust","","218788","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:_QDYhJUB-wE8M4RS8zjqw","entries:events-2024-sro-cota:_QDYhJUB-wE8M4RS8zjqw","14061566","",3,"-15 (3 → 18)","-15"
"19","19","24","Jade Avedisian","Am","10","30:50.752",1850752,"2:30.397",150397,"81.624","4","1.680","0.005","0","12","34.100","0","","Jade","Avedisian","2:30.566",150566,"1","32.816",32816,"57.386",57386,"1:00.078",60078,"Jade","Avedisian","","219104","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:zneEhSIHSC6v1bYuVZFCG","entries:events-2024-sro-cota:zneEhSIHSC6v1bYuVZFCG","10544198","",12,"-7 (12 → 19)","-7"
"20","20","77","William Lambros","Am","10","30:55.044",1855044,"2:30.402",150402,"81.621","9","1.685","0.005","0","27","34.100","0","","William","Lambros","2:30.472",150472,"1","32.793",32793,"57.581",57581,"59.888",59888,"William","Lambros","","219145","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:6CAGIXjLdXcD1QPpS2LD-","entries:events-2024-sro-cota:6CAGIXjLdXcD1QPpS2LD-","15422081","",27,"7 (27 → 20)","7"
"21","21","80","Tyler Wettengel","Am","10","30:14.657",1814657,"2:30.420",150420,"81.611","2","1.703","0.018","0","28","34.100","0","","Tyler","Wettengel","2:31.274",151274,"1","32.802",32802,"57.506",57506,"1:00.055",60055,"Tyler","Wettengel","","219101","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:eVMfepJbzxsZ69eyOZOYk","entries:events-2024-sro-cota:eVMfepJbzxsZ69eyOZOYk","15012542","",28,"7 (28 → 21)","7"
"22","22","50","Casey Mashore","Am","10","30:24.046",1824046,"2:30.977",150977,"81.310","4","2.260","0.557","0","20","34.100","0","","Casey","Mashore","2:31.026",151026,"1","32.605",32605,"57.173",57173,"1:00.498",60498,"Casey","Mashore","","219242","GR Cup","Toyota GR86","Mashore Autobody","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:ihP6wQdnDxrAMGDKI0n_-","entries:events-2024-sro-cota:ihP6wQdnDxrAMGDKI0n_-","10127188","",20,"-2 (20 → 22)","-2"
"23","23","31","Luke Rumburg","Am","10","30:33.017",1833017,"2:31.009",151009,"81.293","2","2.292","0.032","0","14","34.100","0","","Luke","Rumburg","2:31.226",151226,"1","32.912",32912,"57.463",57463,"1:00.268",60268,"Luke","Rumburg","","218701","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:FAq1oeKnRxcHLMNhlaOVO","entries:events-2024-sro-cota:FAq1oeKnRxcHLMNhlaOVO","16199534","",14,"-9 (14 → 23)","-9"
"24","24","47","Ayden Kirk","Am","11","31:19.375",1879375,"2:31.760",151760,"80.891","11","3.043","0.751","0","19","37.510","0","","Ayden","Kirk","2:32.582",152582,"","33.075",33075,"57.944",57944,"1:00.741",60741,"Ayden","Kirk","","","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:jS74YkVJcFzPnN7BZMXRD","entries:events-2024-sro-cota:jS74YkVJcFzPnN7BZMXRD","11286329","",19,"-5 (19 → 24)","-5"
"25","25","75","Miki Onaga","Am","11","31:53.188",1913188,"2:31.888",151888,"80.823","6","3.171","0.128","0","25","37.510","0","","Miki","Onaga","2:32.077",152077,"","32.905",32905,"57.836",57836,"1:00.298",60298,"Miki","Onaga","","","GR Cup","Toyota GR86","Hattori Motorsports","Toyota Gazoo Racing","JAP","","entries:events-2024-sro-cota:eZb9v6bRgP2OwPM5DL3VA","entries:events-2024-sro-cota:eZb9v6bRgP2OwPM5DL3VA","12969501","",25,"0 (25 → 25)","0"
"26","26","3","Jason Kos","Am","11","31:12.204",1872204,"2:32.329",152329,"80.589","11","3.612","0.441","0","1","37.510","0","","Jason","Kos","2:32.397",152397,"","33.402",33402,"57.761",57761,"1:00.823",60823,"Jason","Kos","","219094","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:PQlzH9epiVLLnEfg8a9ln","entries:events-2024-sro-cota:PQlzH9epiVLLnEfg8a9ln","11191062","",1,"-25 (1 → 26)","-25"
"27","27","25","Alfonso Diaz","Am","11","31:14.331",1874331,"2:32.670",152670,"80.409","10","3.953","0.341","0","13","37.510","0","","Alfonso","Diaz","2:32.991",152991,"","33.206",33206,"58.342",58342,"1:00.887",60887,"Alfonso","Diaz","","219082","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","PRI","","entries:events-2024-sro-cota:GrInyKtAxuH3-4UJS_r5W","entries:events-2024-sro-cota:GrInyKtAxuH3-4UJS_r5W","13583245","",13,"-14 (13 → 27)","-14"
"28","28","61","James Klimas","Am","10","30:37.488",1837488,"2:33.708",153708,"79.866","3","4.991","1.038","0","24","34.100","3","","James","Klimas","2:33.911",153911,"3","32.942",32942,"58.217",58217,"1:01.675",61675,"James","Klimas","","219118","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:4g-bMzXlrE5s2lQ5fJ9MP","entries:events-2024-sro-cota:4g-bMzXlrE5s2lQ5fJ9MP","12079696","",24,"-4 (24 → 28)","-4"
"29","29","86","Andrew Gilleland","Am","11","31:36.045",1896045,"2:34.144",154144,"79.640","8","5.427","0.436","0","29","37.510","0","","Andrew","Gilleland","2:34.259",154259,"","33.183",33183,"58.816",58816,"1:01.369",61369,"Andrew","Gilleland","","","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:SpPtwdoW5tDw-PUWS3t0O","entries:events-2024-sro-cota:SpPtwdoW5tDw-PUWS3t0O","16239460","",29,"0 (29 → 29)","0"
"30","30","20","Ramon Llanos","Am","10","30:23.993",1823993,"2:39.426",159426,"77.001","4","10.709","5.282","0","9","34.100","0","","Ramon","Llanos","2:39.815",159815,"","35.058",35058,"1:00.488",60488,"1:03.510",63510,"Ramon","Llanos","","","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-cota:I0LA1Bqphwyy78FYKBU9e","entries:events-2024-sro-cota:I0LA1Bqphwyy78FYKBU9e","14496123","",9,"-21 (9 → 30)","-21"
"31","31","15","Bennett Muldoon","Am","","","","","","-","0","","","0","7","-","0","","Bennett","Muldoon","","","","","","","","","","Bennett","Muldoon","","219284","GR Cup","Toyota GR86","Bennett Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:WPjVvKgIe9KnfoKn03dfJ","entries:events-2024-sro-cota:WPjVvKgIe9KnfoKn03dfJ","11530888","",7,"-24 (7 → 31)","-24"
