"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"11","11","21","Ford Koch","Am","23","45:55.679",2755679,"1:52.488",112488,"80.169","16","24.551","5.038","0","13","57.615","0","1:51.792","Ford","Koch","1:52.717",112717,"","37.685",37685,"37.144",37144,"37.323",37323,"Ford","Koch","","219102","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:qpzMfgBsWcT0lHbaGmUZO","entries:events-2024-sro-sonoma:qpzMfgBsWcT0lHbaGmUZO","10837109","",13,"2 (13 → 11)","2"
"12","12","34","Braydon Arthur","Am","23","45:56.261",2756261,"1:52.584",112584,"80.100","20","25.133","0.582","0","7","57.615","0","1:51.511","Braydon","Arthur","1:52.671",112671,"","37.452",37452,"37.186",37186,"37.456",37456,"Braydon","Arthur","","219195","GR Cup","Toyota GR86","JMF Motorsports","Toyota Gazoo Racing","CAN","","entries:events-2024-sro-sonoma:Ab4n6sPvrM3cvvgdu-YCH","entries:events-2024-sro-sonoma:Ab4n6sPvrM3cvvgdu-YCH","15222059","",7,"-5 (7 → 12)","-5"
"13","13","76","Steven Clemons","Am","23","45:56.692",2756692,"1:52.599",112599,"80.090","6","25.564","0.431","0","22","57.615","0","1:53.190","Steven","Clemons","1:52.632",112632,"","37.661",37661,"37.102",37102,"37.433",37433,"Steven","Clemons","","219225","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:CM3cEGJUuqgNQU9qV2Z9H","entries:events-2024-sro-sonoma:CM3cEGJUuqgNQU9qV2Z9H","13032211","",22,"9 (22 → 13)","9"
"14","14","88","Henry Drury","Am","23","45:56.867",2756867,"1:52.614",112614,"80.079","19","25.739","0.175","0","16","57.615","0","1:52.331","Henry","Drury","1:52.762",112762,"","37.562",37562,"37.297",37297,"37.305",37305,"Henry","Drury","","219218","GR Cup","Toyota GR86","Precision Racing LA w/ PT Autosport","Toyota Gazoo Racing","GBR","","entries:events-2024-sro-sonoma:OcAynNsFV6Oy_Gsdp9UP7","entries:events-2024-sro-sonoma:OcAynNsFV6Oy_Gsdp9UP7","13339178","",16,"2 (16 → 14)","2"
"15","15","80","Tyler Wettengel","Am","23","45:59.759",2759759,"1:52.571",112571,"80.109","17","28.631","2.892","0","29","57.615","0","1:52.291","Tyler","Wettengel","1:52.622",112622,"","37.515",37515,"37.202",37202,"37.579",37579,"Tyler","Wettengel","","219101","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:hAjlwAiTC33ZzzXTEVkvN","entries:events-2024-sro-sonoma:hAjlwAiTC33ZzzXTEVkvN","15012542","",29,"14 (29 → 15)","14"
"16","16","77","William Lambros","Am","23","46:00.409",2760409,"1:52.906",112906,"79.872","17","29.281","0.650","0","21","57.615","0","1:52.858","William","Lambros","1:53.202",113202,"","37.854",37854,"37.477",37477,"37.455",37455,"William","Lambros","","219145","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:oQGjSuVGUVka8EMSR6VNv","entries:events-2024-sro-sonoma:oQGjSuVGUVka8EMSR6VNv","15422081","",21,"5 (21 → 16)","5"
"17","17","14","Alex Garcia","Am","23","46:01.070",2761070,"1:52.699",112699,"80.018","23","29.942","0.661","0","12","57.615","0","1:51.648","Alex","Garcia","1:52.717",112717,"1","37.526",37526,"37.181",37181,"37.386",37386,"Alex","Garcia","","219120","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:IHkJkBZHrqEZsDgjYA8rX","entries:events-2024-sro-sonoma:IHkJkBZHrqEZsDgjYA8rX","15057570","",12,"-5 (12 → 17)","-5"
"18","18","50","Casey Mashore","Am","23","46:02.393",2762393,"1:53.178",113178,"79.680","20","31.265","1.323","0","19","57.615","0","1:52.646","Casey","Mashore","1:53.217",113217,"","37.701",37701,"37.181",37181,"37.568",37568,"Casey","Mashore","","219242","GR Cup","Toyota GR86","Mashore Autobody","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:jXAGJ3mJteaTD55tSNGob","entries:events-2024-sro-sonoma:jXAGJ3mJteaTD55tSNGob","10127188","",19,"1 (19 → 18)","1"
"19","19","89","Livio Galanti","Am","23","46:02.615",2762615,"1:52.548",112548,"80.126","20","31.487","0.222","0","11","57.615","0","1:51.643","Livio","Galanti","1:52.572",112572,"","37.526",37526,"37.312",37312,"37.402",37402,"Livio","Galanti","","219094","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","ITA","","entries:events-2024-sro-sonoma:PxGA3DPM8jHMuTgpK3lHP","entries:events-2024-sro-sonoma:PxGA3DPM8jHMuTgpK3lHP","11765029","",11,"-8 (11 → 19)","-8"
"20","20","15","Bennett Muldoon","Am","23","46:03.283",2763283,"1:52.957",112957,"79.836","23","32.155","0.668","0","27","57.615","0","1:55.185","Bennett","Muldoon","1:53.282",113282,"","37.906",37906,"37.445",37445,"37.445",37445,"Bennett","Muldoon","","219284","GR Cup","Toyota GR86","Bennett Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:ImMqylyZQbsvnMnPCpK61","entries:events-2024-sro-sonoma:ImMqylyZQbsvnMnPCpK61","11530888","",27,"7 (27 → 20)","7"
"21","21","09","Maddie Aust","Am","23","46:06.937",2766937,"1:52.323",112323,"80.286","16","35.809","3.654","0","20","57.615","0","1:52.813","Maddie","Aust","1:52.474",112474,"","37.831",37831,"37.262",37262,"37.200",37200,"Maddie","Aust","","218393","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:q49my_GvRXyEAReaYhPPF","entries:events-2024-sro-sonoma:q49my_GvRXyEAReaYhPPF","14061566","",20,"-1 (20 → 21)","-1"
"22","22","43","Alexandra Hainer","Am","23","46:09.450",2769450,"1:53.362",113362,"79.550","16","38.322","2.513","0","23","57.615","0","1:53.231","Alexandra","Hainer","1:53.538",113538,"","37.878",37878,"37.262",37262,"37.601",37601,"Alexandra","Hainer","","219199","GR Cup","Toyota GR86","Precision Racing LA","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:U9-IOvqE7zzNVnIT3vR6G","entries:events-2024-sro-sonoma:U9-IOvqE7zzNVnIT3vR6G","11358964","",23,"1 (23 → 22)","1"
"23","23","3","Jason Kos","Am","23","46:16.732",2776732,"1:54.074",114074,"79.054","16","45.604","7.282","0","26","57.615","0","1:55.147","Jason","Kos","1:54.090",114090,"","38.241",38241,"37.617",37617,"37.804",37804,"Jason","Kos","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:vaHY25TfIhW2uLWrUMwSh","entries:events-2024-sro-sonoma:vaHY25TfIhW2uLWrUMwSh","11191062","",26,"3 (26 → 23)","3"
"24","24","11","Farran Davis","Am","23","46:19.532",2779532,"1:53.975",113975,"79.123","18","48.404","2.800","0","25","57.615","0","1:54.341","Farran","Davis","1:54.246",114246,"","38.190",38190,"37.701",37701,"37.814",37814,"Farran","Davis","","219268","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:-EYJ7oJHT6CdyLRRCsy2Y","entries:events-2024-sro-sonoma:-EYJ7oJHT6CdyLRRCsy2Y","10741809","",25,"1 (25 → 24)","1"
"25","25","31","Luke Rumburg","Am","23","46:26.338",2786338,"1:53.090",113090,"79.742","17","55.210","6.806","0","18","57.615","0","1:52.511","Luke","Rumburg","1:53.139",113139,"","37.832",37832,"37.376",37376,"37.524",37524,"Luke","Rumburg","","218701","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:2L_6sanILyVTNz_WN-oFj","entries:events-2024-sro-sonoma:2L_6sanILyVTNz_WN-oFj","10783842","",18,"-7 (18 → 25)","-7"
"26","26","25","Alfonso Diaz","Am","23","46:27.366",2787366,"1:54.431",114431,"78.807","5","56.238","1.028","0","24","57.615","0","1:54.060","Alfonso","Diaz","1:54.621",114621,"","38.265",38265,"37.715",37715,"38.066",38066,"Alfonso","Diaz","","219082","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","PRI","","entries:events-2024-sro-sonoma:b8xr8nRiIOdsIVhPnwZDg","entries:events-2024-sro-sonoma:b8xr8nRiIOdsIVhPnwZDg","13583245","",24,"-2 (24 → 26)","-2"
"27","27","61","James Klimas","Am","23","46:38.064",2798064,"1:55.053",115053,"78.381","22","1:06.936","10.698","0","28","57.615","0","1:58.169","James","Klimas","1:55.530",115530,"","38.738",38738,"38.256",38256,"38.059",38059,"James","Klimas","","219118","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:hD02HmcV0ooO64ILzCoGn","entries:events-2024-sro-sonoma:hD02HmcV0ooO64ILzCoGn","12079696","",28,"1 (28 → 27)","1"
"28","28","24","Jade Avedisian","Am","8","15:18.985",918985,"1:52.698",112698,"80.019","7","15 Laps","15 Laps","0","17","20.040","0","1:52.436","Jade","Avedisian","1:52.854",112854,"","37.638",37638,"37.428",37428,"37.540",37540,"Jade","Avedisian","","219104","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:AvKgAMG522yRRiHbB7bQp","entries:events-2024-sro-sonoma:AvKgAMG522yRRiHbB7bQp","10544198","",17,"-11 (17 → 28)","-11"
"29","29","22","Devin Anderson","Am","8","16:09.067",969067,"1:52.098",112098,"80.447","7","15 Laps","50.082","0","15","20.040","0","1:52.050","Devin","Anderson","1:52.473",112473,"","37.578",37578,"37.058",37058,"37.272",37272,"Devin","Anderson","","219213","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:kQ7gYErub8yPlNcNT70q7","entries:events-2024-sro-sonoma:kQ7gYErub8yPlNcNT70q7","11308725","",15,"-14 (15 → 29)","-14"
