"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"1","1","5","Gresham Wagner","Am","23","45:31.128",2731128,"1:51.102",111102,"81.169","21","","","25","2","57.615","2","1:50.566","Gresham","Wagner","1:51.322",111322,"","37.260",37260,"36.765",36765,"36.850",36850,"Gresham","Wagner","","219203","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:n3jOZhCceVZpasu5I9ppC","entries:events-2024-sro-sonoma:n3jOZhCceVZpasu5I9ppC","15257379","",2,"1 (2 → 1)","1"
"2","2","13","Westin Workman","Am","23","45:31.737",2731737,"1:51.355",111355,"80.984","16","0.609","0.609","18","1","57.615","21","1:50.438","Westin","Workman","1:51.402",111402,"","37.254",37254,"36.769",36769,"36.953",36953,"Westin","Workman","","219250","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:sjlraKH2PvZE5g82dg01i","entries:events-2024-sro-sonoma:sjlraKH2PvZE5g82dg01i","15241424","",1,"-1 (1 → 2)","-1"
"3","3","46","Lucas Weisenberg","Am","23","45:32.004",2732004,"1:51.129",111129,"81.149","19","0.876","0.267","15","3","57.615","0","1:50.627","Lucas","Weisenberg","1:51.381",111381,"","37.181",37181,"36.739",36739,"37.067",37067,"Lucas","Weisenberg","","219272","GR Cup","Toyota GR86","Lucas Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:ngyYstb4ROjtzKMsyLx1s","entries:events-2024-sro-sonoma:ngyYstb4ROjtzKMsyLx1s","12208074","",3,"0 (3 → 3)","0"
"4","4","55","Spike Kohlbecker","Am","23","45:32.343",2732343,"1:51.398",111398,"80.953","21","1.215","0.339","12","4","57.615","0","1:50.662","Spike","Kohlbecker","1:51.439",111439,"","37.265",37265,"36.780",36780,"37.039",37039,"Spike","Kohlbecker","","219122","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:-pvSmOaXahTeWfiQIb_FB","entries:events-2024-sro-sonoma:-pvSmOaXahTeWfiQIb_FB","11385466","",4,"0 (4 → 4)","0"
"5","5","99","Jaxon Bell","Am","23","45:36.939",2736939,"1:51.735",111735,"80.709","19","5.811","4.596","10","5","57.615","0","1:50.775","Jaxon","Bell","1:51.769",111769,"","37.408",37408,"36.931",36931,"37.236",37236,"Jaxon","Bell","","219090","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:knzAoebx9uOyrs1FhnYTa","entries:events-2024-sro-sonoma:knzAoebx9uOyrs1FhnYTa","13153784","",5,"0 (5 → 5)","0"
"6","6","51","Adam Brickley","Am","23","45:39.932",2739932,"1:51.843",111843,"80.631","18","8.804","2.993","8","9","57.615","0","1:51.605","Adam","Brickley","1:51.890",111890,"","37.396",37396,"37.023",37023,"37.218",37218,"Adam","Brickley","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:hllIykDcba1dBQ4ydZFuz","entries:events-2024-sro-sonoma:hllIykDcba1dBQ4ydZFuz","12714404","",9,"3 (9 → 6)","3"
"7","7","7","Spencer Bucknum","Am","23","45:48.844",2748844,"1:52.505",112505,"80.156","18","17.716","8.912","6","14","57.615","0","1:51.838","Spencer","Bucknum","1:52.542",112542,"","37.561",37561,"37.163",37163,"37.444",37444,"Spencer","Bucknam","","218631","GR Cup","Toyota GR86","Precision Racing LA","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:uVdnKhpy227Y-HXgs8KFn","entries:events-2024-sro-sonoma:uVdnKhpy227Y-HXgs8KFn","13334705","",14,"7 (14 → 7)","7"
"8","8","39","Maximilian Hewitt","Am","23","45:49.665",2749665,"1:52.526",112526,"80.141","8","18.537","0.821","4","8","57.615","0","1:51.562","Maximilian","Hewitt","1:52.589",112589,"","37.617",37617,"37.282",37282,"37.284",37284,"Maximilian","Hewitt","","219206","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:7ZV5u9zrE0GxuFf--ywJc","entries:events-2024-sro-sonoma:7ZV5u9zrE0GxuFf--ywJc","13778007","",8,"0 (8 → 8)","0"
"9","9","44","Aidan Yoder","Am","23","45:50.385",2750385,"1:52.592",112592,"80.095","8","19.257","0.720","2","10","57.615","0","1:51.634","Aidan","Yoder","1:52.693",112693,"","37.485",37485,"37.129",37129,"37.596",37596,"Aidan","Yoder","","219270","GR Cup","Toyota GR86","Precision Racing LA","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:yuo93ihl41G8DnmqwgnEj","entries:events-2024-sro-sonoma:yuo93ihl41G8DnmqwgnEj","14864382","",10,"1 (10 → 9)","1"
"10","10","57","Mia Lovell","Am","23","45:50.641",2750641,"1:52.346",112346,"80.270","7","19.513","0.256","1","6","57.615","0","1:51.376","Mia","Lovell","1:52.396",112396,"","37.385",37385,"37.049",37049,"37.300",37300,"Mia","Lovell","","218686","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sonoma:YppPISRDS4CTeh-4Wfxc_","entries:events-2024-sro-sonoma:YppPISRDS4CTeh-4Wfxc_","10314665","",6,"-4 (6 → 10)","-4"
