"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","3","1:56.346","1:56.391","1:56.666","2:08.047","2:42.179","","","","","","02:07.926"
"GR Cup","Am","5","1:47.322","1:47.444","1:47.860","1:47.911","1:47.914","1:47.960","1:48.084","1:48.415","1:48.591","1:51.878","01:48.338"
"GR Cup","Am","09","1:51.779","1:52.234","1:52.356","1:52.606","1:52.804","1:52.847","1:52.852","1:52.880","1:53.060","1:53.224","01:52.664"
"GR Cup","Am","11","1:47.706","1:48.158","1:48.354","1:48.369","1:48.383","1:48.466","1:48.647","1:49.067","1:49.311","1:49.503","01:48.596"
"GR Cup","Am","13","1:48.254","1:48.609","1:48.781","1:48.810","1:48.866","1:48.899","1:48.941","1:49.073","1:49.118","1:49.231","01:48.858"
"GR Cup","Am","14","1:49.555","1:49.868","1:49.927","1:50.100","1:50.336","1:50.444","1:50.465","1:50.514","1:51.373","1:51.627","01:50.421"
"GR Cup","Am","17","2:07.524","2:50.756","","","","","","","","","02:29.140"
"GR Cup","Am","18","1:48.305","1:48.685","1:49.138","1:49.349","1:49.355","1:49.379","1:49.424","1:49.437","1:49.464","1:49.550","01:49.209"
"GR Cup","Am","21","1:49.483","1:49.900","1:50.410","1:50.585","1:50.694","1:50.816","1:51.034","1:51.436","1:51.539","1:51.797","01:50.769"
"GR Cup","Am","22","1:51.145","1:51.174","1:51.671","1:51.762","1:53.084","1:53.104","1:57.485","2:15.054","2:16.317","3:50.010","02:09.081"
"GR Cup","Am","24","1:51.963","1:51.965","1:51.984","1:52.238","1:52.361","1:52.457","1:52.781","1:52.847","1:53.242","1:56.578","01:52.842"
"GR Cup","Am","25","1:51.497","1:51.902","1:51.994","1:52.230","1:52.571","1:52.635","1:52.941","1:53.010","1:53.336","1:54.445","01:52.656"
"GR Cup","Am","31","1:48.745","1:49.031","1:49.055","1:49.092","1:49.353","1:49.530","1:50.047","1:50.126","1:50.153","1:50.275","01:49.541"
"GR Cup","Am","39","2:51.948","","","","","","","","","","02:51.948"
"GR Cup","Am","50","1:50.102","1:50.171","1:50.260","1:50.414","1:50.509","1:50.679","1:50.986","1:51.496","1:51.764","1:52.029","01:50.841"
"GR Cup","Am","55","1:47.797","1:48.054","1:48.060","1:48.595","1:48.630","1:48.666","1:48.685","1:48.712","1:49.416","1:57.789","01:49.440"
"GR Cup","Am","57","1:49.011","1:49.254","1:49.305","1:49.752","1:49.839","1:49.865","1:49.928","1:49.969","1:50.181","1:50.238","01:49.734"
"GR Cup","Am","61","1:59.468","1:59.554","2:00.112","2:00.146","2:01.649","2:02.043","2:02.116","2:02.412","2:02.837","2:03.014","02:01.335"
"GR Cup","Am","75","1:53.635","1:53.637","1:53.686","1:53.760","1:53.881","1:54.368","1:54.573","1:55.080","1:55.184","1:56.210","01:54.401"
"GR Cup","Am","76","1:48.928","1:48.937","1:48.938","1:49.105","1:49.147","1:49.309","1:49.335","1:49.367","1:49.575","1:49.609","01:49.225"
"GR Cup","Am","88","1:50.243","1:50.258","1:50.386","1:50.561","1:50.589","1:50.713","1:50.975","1:51.069","1:51.518","1:51.574","01:50.789"
"GR Cup","Am","99","1:48.262","1:48.467","1:48.475","1:48.528","1:48.602","1:48.635","1:48.789","1:48.794","1:48.897","1:49.134","01:48.658"
