"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"18","18","75","Anna Inotsume","Am","5","11:21.156",681156,"2:07.371",127371,"92.423","4","1.981","0.116","0","28","16.350","0","","Anna","Inotsume","2:08.210",128210,"1","44.925",44925,"47.800",47800,"34.451",34451,"Anna","Inotsume","","218366","GR Cup","Toyota GR86","Hattori Motorsports","Toyota Gazoo Racing GR","JAP","","entries:events-2024-sro-vir:uTlE3DSiYbTiycOsWKj_3","entries:events-2024-sro-vir:uTlE3DSiYbTiycOsWKj_3","12969501","",28,"10 (28 → 18)","10"
"19","19","24","Jade Avedisian","Am","5","11:15.171",675171,"2:07.508",127508,"92.324","5","2.118","0.137","0","12","16.350","0","","Jade","Avedisian","2:08.435",128435,"1","45.055",45055,"47.860",47860,"34.363",34363,"Jade","Avedisian","","219104","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:2olLUj0hxgnpwFdcUggOM","entries:events-2024-sro-vir:2olLUj0hxgnpwFdcUggOM","10544198","",12,"-7 (12 → 19)","-7"
"20","20","21","Ford Koch","Am","5","11:14.288",674288,"2:07.581",127581,"92.271","3","2.191","0.073","0","10","16.350","0","","Ford","Koch","2:08.180",128180,"1","44.796",44796,"47.875",47875,"34.841",34841,"Ford","Koch","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:AOE8Qn_0USzVEp5Qcw7YB","entries:events-2024-sro-vir:AOE8Qn_0USzVEp5Qcw7YB","10837109","",10,"-10 (10 → 20)","-10"
"21","21","44","Alex Sedgwick","Am","5","11:59.092",719092,"2:07.596",127596,"92.260","3","2.206","0.015","0","19","16.350","0","","Alex","Sedgwick","2:09.399",129399,"1","44.887",44887,"47.758",47758,"34.715",34715,"Alex","Sedgwick","","219270","GR Cup","Toyota GR86","Precision Racing LA","Toyota Gazoo Racing GR","GBR","","entries:events-2024-sro-vir:AT5-T1KNCeGKeB0OyO6SP","entries:events-2024-sro-vir:AT5-T1KNCeGKeB0OyO6SP","14864382","",19,"-2 (19 → 21)","-2"
"22","22","10","Ethan Tovo","Am","5","11:29.369",689369,"2:07.799",127799,"92.113","3","2.409","0.203","0","4","16.350","0","","Ethan","Tovo","2:07.845",127845,"1","45.252",45252,"47.987",47987,"34.396",34396,"Ethan","Tovo","","218391","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:Q-cfLVi8D2s6YnjC_tMhg","entries:events-2024-sro-vir:Q-cfLVi8D2s6YnjC_tMhg","16618605","",4,"-18 (4 → 22)","-18"
"23","23","77","William Lambros","Am","5","12:08.663",728663,"2:07.808",127808,"92.107","4","2.418","0.009","0","30","16.350","0","","William","Lambros","2:08.431",128431,"1","45.120",45120,"47.922",47922,"34.766",34766,"William","Lambros","","219145","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:mpdUvkRNVQNjtCtmyuYpP","entries:events-2024-sro-vir:mpdUvkRNVQNjtCtmyuYpP","15422081","",30,"7 (30 → 23)","7"
"24","24","50","Casey Mashore","Am","5","11:25.722",685722,"2:07.963",127963,"91.995","4","2.573","0.155","0","22","16.350","0","","Casey","Mashore","2:08.870",128870,"1","45.315",45315,"47.674",47674,"34.825",34825,"Casey","Mashore","","219242","GR Cup","Toyota GR86","Mashore Autobody","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:jjJUOVpOzjLpJBsMuficD","entries:events-2024-sro-vir:jjJUOVpOzjLpJBsMuficD","10127188","",22,"-2 (22 → 24)","-2"
"25","25","25","Alfonso Diaz","Am","5","11:27.571",687571,"2:08.169",128169,"91.847","4","2.779","0.206","0","13","16.350","0","","Alfonso","Diaz","2:08.256",128256,"1","45.142",45142,"47.897",47897,"34.685",34685,"Alfonso","Diaz","","219082","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing GR","PRI","","entries:events-2024-sro-vir:BYFF-JWfhxuW3CYeHMtbP","entries:events-2024-sro-vir:BYFF-JWfhxuW3CYeHMtbP","13583245","",13,"-12 (13 → 25)","-12"
"26","26","09","Maddie Aust","Am","5","11:04.865",664865,"2:08.183",128183,"91.837","3","2.793","0.014","0","3","16.350","0","","Maddie","Aust","2:08.248",128248,"1","45.054",45054,"48.188",48188,"34.618",34618,"Maddie","Aust","","218788","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:GS4jXVebkwjxf7cxkTONu","entries:events-2024-sro-vir:GS4jXVebkwjxf7cxkTONu","12372615","",3,"-23 (3 → 26)","-23"
"27","27","30","Jackson Tovo","Am","5","11:28.184",688184,"2:08.362",128362,"91.709","5","2.972","0.179","0","14","16.350","0","","Jackson","Tovo","2:08.427",128427,"1","45.339",45339,"48.241",48241,"34.683",34683,"Jackson","Tovo","","218679","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:bg_noPF_PFNUtTExlxd4J","entries:events-2024-sro-vir:bg_noPF_PFNUtTExlxd4J","15606700","",14,"-13 (14 → 27)","-13"
"28","28","15","Bennett Muldoon","Am","5","11:50.149",710149,"2:08.443",128443,"91.652","5","3.053","0.081","0","8","16.350","0","","Bennett","Muldoon","2:08.777",128777,"1","45.275",45275,"48.313",48313,"34.651",34651,"Bennett","Muldoon","","219284","GR Cup","Toyota GR86","Bennett Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:kIUQ-BM-ckhRkHSWbxPZi","entries:events-2024-sro-vir:kIUQ-BM-ckhRkHSWbxPZi","11530888","",8,"-20 (8 → 28)","-20"
"29","29","61","James Klimas","Am","5","12:27.281",747281,"2:10.579",130579,"90.152","5","5.189","2.136","0","26","16.350","0","","James","Klimas","2:11.329",131329,"1","46.129",46129,"48.773",48773,"35.676",35676,"James","Klimas","","219118","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:RAurHi74SRC10Gi4mAO7e","entries:events-2024-sro-vir:RAurHi74SRC10Gi4mAO7e","12079696","",26,"-3 (26 → 29)","-3"
"30","30","3","Jason Kos","Am","5","12:03.118",723118,"2:10.695",130695,"90.072","4","5.305","0.116","0","1","16.350","0","","Jason","Kos","2:10.709",130709,"1","46.046",46046,"49.056",49056,"35.266",35266,"Jason","Kos","","219094","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:FoXdZKKHZzjxJe4RFoEjP","entries:events-2024-sro-vir:FoXdZKKHZzjxJe4RFoEjP","11191062","",1,"-29 (1 → 30)","-29"
"31","31","46","Lucas Weisenberg","Am","4","8:44.211",524211,"","","-","0","","","0","20","13.080","0","","Lucas","Weisenberg","","","2","44.936",44936,"47.144",47144,"34.163",34163,"Lucas","Weisenberg","","219272","GR Cup","Toyota GR86","Lucas Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:ls2QejRvAFMzSge2hlnwL","entries:events-2024-sro-vir:ls2QejRvAFMzSge2hlnwL","12208074","",20,"-11 (20 → 31)","-11"
"32","32","11","Farran Davis","Am","","","","","","-","0","","","0","5","-","0","","Ferran","Devis","","","","","","","","","","Farran","Davis","","219268","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:eOJwd0IBG8OEP13liBioK","entries:events-2024-sro-vir:eOJwd0IBG8OEP13liBioK","10741809","",5,"-27 (5 → 32)","-27"
"33","33","14","Alex Garcia","Am","","","","","","-","0","","","0","7","-","0","","Alex","Garcia","","","","","","","","","","Alex","Garcia","","219120","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:zC7D5Toaux33Xw684odHP","entries:events-2024-sro-vir:zC7D5Toaux33Xw684odHP","15057570","",7,"-26 (7 → 33)","-26"
