"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"1","1","5","Gresham Wagner","Am","5","10:47.692",647692,"2:05.390",125390,"93.883","5","","","0","2","16.350","2","","Gresham","Wagner","2:05.672",125672,"1","44.316",44316,"47.070",47070,"33.920",33920,"Gresham","Wagner","","219203","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:DtzJf0PXep9Br6nOc1utR","entries:events-2024-sro-vir:DtzJf0PXep9Br6nOc1utR","15257379","",2,"1 (2 → 1)","1"
"2","2","55","Spike Kohlbecker","Am","5","11:21.346",681346,"2:06.071",126071,"93.376","3","0.681","0.681","0","24","16.350","0","","Spike","Kohlbecker","2:06.197",126197,"1","44.709",44709,"47.134",47134,"34.107",34107,"Spike","Kohlbecker","","219122","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:x82vBcn7Sp6iOhoAf_tzM","entries:events-2024-sro-vir:x82vBcn7Sp6iOhoAf_tzM","11385466","",24,"22 (24 → 2)","22"
"3","3","13","Westin Workman","Am","5","10:51.491",651491,"2:06.142",126142,"93.323","4","0.752","0.071","0","6","16.350","2","","Westin","Workman","2:06.244",126244,"1","44.731",44731,"47.282",47282,"34.098",34098,"Westin","Workman","","219250","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:LUtvvmV3MKmWIq7eAvDbt","entries:events-2024-sro-vir:LUtvvmV3MKmWIq7eAvDbt","15241424","",6,"3 (6 → 3)","3"
"4","4","47","Ethan Goulart","Am","5","11:21.727",681727,"2:06.227",126227,"93.261","5","0.837","0.085","0","21","16.350","0","","Ethan","Goulart","2:06.363",126363,"1","44.900",44900,"47.084",47084,"34.231",34231,"Ethan","Goulart","","219186","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:ashfGXJ2Ko3xInSvUWgSo","entries:events-2024-sro-vir:ashfGXJ2Ko3xInSvUWgSo","11286329","",21,"17 (21 → 4)","17"
"5","5","39","Maximilian Hewitt","Am","5","10:51.953",651953,"2:06.233",126233,"93.256","3","0.843","0.006","0","17","16.350","0","","Maximilian","Hewitt","2:06.671",126671,"1","44.706",44706,"47.087",47087,"34.019",34019,"Maximilian","Hewitt","","219206","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:LMlrcOP76O3wndyuQ_H9a","entries:events-2024-sro-vir:LMlrcOP76O3wndyuQ_H9a","13778007","",17,"12 (17 → 5)","12"
"6","6","18","Jordan RickSegrini","Am","5","10:55.168",655168,"2:06.484",126484,"93.071","5","1.094","0.251","0","9","16.350","0","","Jordan","RickSegrini","2:06.860",126860,"1","44.746",44746,"47.476",47476,"34.256",34256,"Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:xme5hE5JvkYjQQEX275XK","entries:events-2024-sro-vir:xme5hE5JvkYjQQEX275XK","12415550","",9,"3 (9 → 6)","3"
"7","7","51","Zachary Hollingshead","Am","5","10:54.079",654079,"2:06.574",126574,"93.005","4","1.184","0.090","0","23","16.350","0","","Zachary","Hollingshead","2:06.756",126756,"1","44.830",44830,"47.613",47613,"34.131",34131,"Zachary","Hollingshead","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:V7XoDhJhrJIni5QdoOpmj","entries:events-2024-sro-vir:V7XoDhJhrJIni5QdoOpmj","12714404","",23,"16 (23 → 7)","16"
"8","8","57","Mia Lovell","Am","5","10:52.424",652424,"2:06.599",126599,"92.987","5","1.209","0.025","0","25","16.350","0","","Mia","Lovell","2:06.944",126944,"1","44.829",44829,"47.285",47285,"34.429",34429,"Mia","Lovell","","218686","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:71LsTsnzeWitMeUk-_t1J","entries:events-2024-sro-vir:71LsTsnzeWitMeUk-_t1J","10314665","",25,"17 (25 → 8)","17"
"9","9","71","Christian Weir","Am","5","11:22.392",682392,"2:06.604",126604,"92.983","5","1.214","0.005","0","27","16.350","0","","Christian","Weir","2:06.983",126983,"1","45.098",45098,"47.060",47060,"34.324",34324,"Christian","Weir","","219115","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:wHyaVWYgECC3RvNX5XZtG","entries:events-2024-sro-vir:wHyaVWYgECC3RvNX5XZtG","12055196","",27,"18 (27 → 9)","18"
"10","10","76","Steven Clemons","Am","5","10:54.891",654891,"2:06.798",126798,"92.841","5","1.408","0.194","0","29","16.350","0","","Steven","Clemons","2:06.821",126821,"1","44.868",44868,"47.582",47582,"34.203",34203,"Steven","Clemons","","219225","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:315DNcoJB7QURVGXA2Ivc","entries:events-2024-sro-vir:315DNcoJB7QURVGXA2Ivc","13032211","",29,"19 (29 → 10)","19"
"11","11","80","Tyler Wettengel","Am","5","11:13.628",673628,"2:06.847",126847,"92.805","3","1.457","0.049","0","31","16.350","0","","Tyler","Wettengel","2:06.980",126980,"1","44.894",44894,"47.422",47422,"34.488",34488,"Tyler","Wettengel","","219101","GR Cup","Toyota GR86","Nitro Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:Jz5XVNK2rmv9nB0mg2RSQ","entries:events-2024-sro-vir:Jz5XVNK2rmv9nB0mg2RSQ","15012542","",31,"20 (31 → 11)","20"
"12","12","88","Henry Drury","Am","5","11:57.867",717867,"2:07.008",127008,"92.687","5","1.618","0.161","0","32","16.350","0","","Henry","Drury","2:07.881",127881,"1","45.026",45026,"47.335",47335,"34.647",34647,"Henry","Drury","","219218","GR Cup","Toyota GR86","Precision Racing LA w/ PT Autosport","Toyota Gazoo Racing GR","GBR","","entries:events-2024-sro-vir:78vPYEO6O9U07a1EiMlF4","entries:events-2024-sro-vir:78vPYEO6O9U07a1EiMlF4","13339178","",32,"20 (32 → 12)","20"
"13","13","99","Jaxon Bell","Am","5","10:57.848",657848,"2:07.019",127019,"92.679","3","1.629","0.011","0","33","16.350","1","","Jaxon","Bell","2:07.496",127496,"1","44.796",44796,"47.415",47415,"34.393",34393,"Jaxon","Bell","","219090","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:5Of1CYdj2ykymsm15Aa46","entries:events-2024-sro-vir:5Of1CYdj2ykymsm15Aa46","13153784","",33,"20 (33 → 13)","20"
"14","14","34","Braydon Arthur","Am","5","12:10.776",730776,"2:07.048",127048,"92.658","3","1.658","0.029","0","16","16.350","0","","Braydon","Arthur","2:07.278",127278,"1","44.926",44926,"47.823",47823,"34.168",34168,"Braydon","Arthur","","219195","GR Cup","Toyota GR86","JMF Motorsports","Toyota Gazoo Racing GR","CAN","","entries:events-2024-sro-vir:fFjK6qSTr5BgKGjfXAiF1","entries:events-2024-sro-vir:fFjK6qSTr5BgKGjfXAiF1","15222059","",16,"2 (16 → 14)","2"
"15","15","31","Luke Rumburg","Am","5","11:23.371",683371,"2:07.062",127062,"92.648","3","1.672","0.014","0","15","16.350","0","","Luke","Rumburg","2:07.241",127241,"1","45.113",45113,"47.228",47228,"34.500",34500,"Luke","Rumburg","","218701","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:KlV_Tp1C8xel0a8RDjYd9","entries:events-2024-sro-vir:KlV_Tp1C8xel0a8RDjYd9","16199534","",15,"0 (15 → 15)","0"
"16","16","41","Jenson Sofronas","Am","5","11:19.170",679170,"2:07.103",127103,"92.618","5","1.713","0.041","0","18","16.350","0","","Jenson","Sofronas","2:07.331",127331,"1","44.854",44854,"47.814",47814,"34.384",34384,"Jenson","Sofronas","","218674","GR Cup","Toyota GR86","GMG Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:wlD33L-vAsBHrrN6khIG8","entries:events-2024-sro-vir:wlD33L-vAsBHrrN6khIG8","10934774","",18,"2 (18 → 16)","2"
"17","17","22","Devin Anderson","Am","5","11:24.141",684141,"2:07.255",127255,"92.507","5","1.865","0.152","0","11","16.350","0","","Devin","Anderson","2:07.478",127478,"1","44.737",44737,"47.356",47356,"34.308",34308,"Devin","Anderson","","219213","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing GR","USA","","entries:events-2024-sro-vir:GMMQuTrvHGw6_N-kBXSMk","entries:events-2024-sro-vir:GMMQuTrvHGw6_N-kBXSMk","11308725","",11,"-6 (11 → 17)","-6"
