NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;INT-1_time;INT-1_elapsed;IM2a_time;IM2a_elapsed;INT-2_time;INT-2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
13;1;2;1:52.288;0;;37.973;0;36.956;0;37.359;0;123.1;5:11.307;09:10:11.307;0:37.973;0:36.956;0:37.359;189.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;37.973;36.956;37.359;15.672;15.672;22.301;37.973;15.453;53.426;21.503;1:14.929;14.217;1:29.146;23.142;1:52.288;
13;1;3;1:51.855;0;;37.996;0;36.946;0;36.913;3;123.5;7:03.162;09:12:03.162;0:37.996;0:36.946;0:36.913;191.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;37.996;36.946;36.913;15.687;15.687;22.309;37.996;15.360;53.356;21.586;1:14.942;13.962;1:28.904;22.951;1:51.855;
13;1;4;1:53.495;0;;38.264;0;37.637;0;37.594;0;121.7;8:56.657;09:13:56.657;0:38.264;0:37.637;0:37.594;187.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;38.264;37.637;37.594;15.720;15.720;22.544;38.264;15.434;53.698;22.203;1:15.901;14.349;1:30.250;23.245;1:53.495;
13;1;5;1:51.362;2;;37.523;0;36.902;0;36.937;0;124.1;10:48.019;09:15:48.019;0:37.523;0:36.902;0:36.937;191.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;37.523;36.902;36.937;15.474;15.474;22.049;37.523;15.312;52.835;21.590;1:14.425;13.933;1:28.358;23.004;1:51.362;
13;1;6;1:54.122;0;;37.491;2;37.033;0;39.598;0;121.1;12:42.141;09:17:42.141;0:37.491;0:37.033;0:39.598;190.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;37.491;37.033;39.598;15.514;15.514;21.977;37.491;15.417;52.908;21.616;1:14.524;15.059;1:29.583;24.539;1:54.122;
13;1;7;1:53.437;0;;37.656;0;37.022;0;38.759;0;121.8;14:35.578;09:19:35.578;0:37.656;0:37.022;0:38.759;192.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;37.656;37.022;38.759;15.636;15.636;22.020;37.656;15.453;53.109;21.569;1:14.678;14.216;1:28.894;24.543;1:53.437;
13;1;8;1:51.972;0;;37.629;0;36.889;2;37.454;0;123.4;16:27.550;09:21:27.550;0:37.629;0:36.889;0:37.454;190.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;FF;37.629;36.889;37.454;15.624;15.624;22.005;37.629;15.422;53.051;21.467;1:14.518;14.027;1:28.545;23.427;1:51.972;
14;1;1;2:42.050;0;;1:12.075;0;46.768;0;43.207;0;85.3;2:42.050;09:07:42.050;1:12.075;0:46.768;0:43.207;155.2;Alex Garcia;0:00:25.030;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;72.075;46.768;43.207;46.084;46.084;25.991;1:12.075;17.271;1:29.346;29.497;1:58.843;18.724;2:17.567;24.483;2:42.050;
14;1;2;1:54.112;0;;38.469;0;37.566;0;38.077;0;121.1;4:36.162;09:09:36.162;0:38.469;0:37.566;0:38.077;188.2;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;38.469;37.566;38.077;15.996;15.996;22.473;38.469;15.655;54.124;21.911;1:16.035;14.476;1:30.511;23.601;1:54.112;
14;1;3;1:53.916;0;;38.305;0;37.460;0;38.151;0;121.3;6:30.078;09:11:30.078;0:38.305;0:37.460;0:38.151;189.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;38.305;37.460;38.151;15.825;15.825;22.480;38.305;15.615;53.920;21.845;1:15.765;14.315;1:30.080;23.836;1:53.916;
14;1;4;2:01.419;0;;45.875;0;37.660;0;37.884;0;113.8;8:31.497;09:13:31.497;0:45.875;0:37.660;0:37.884;190.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;45.875;37.660;37.884;21.921;21.921;23.954;45.875;15.696;1:01.571;21.964;1:23.535;14.204;1:37.739;23.680;2:01.419;
14;1;5;1:53.594;0;;38.283;0;37.541;0;37.770;2;121.6;10:25.091;09:15:25.091;0:38.283;0:37.541;0:37.770;189.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;38.283;37.541;37.770;15.946;15.946;22.337;38.283;15.669;53.952;21.872;1:15.824;14.159;1:29.983;23.611;1:53.594;
14;1;6;1:53.623;0;;38.176;0;37.389;2;38.058;0;121.6;12:18.714;09:17:18.714;0:38.176;0:37.389;0:38.058;190.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;38.176;37.389;38.058;15.921;15.921;22.255;38.176;15.481;53.657;21.908;1:15.565;14.459;1:30.024;23.599;1:53.623;
14;1;7;2:07.979;0;;45.038;0;40.779;0;42.162;0;108.0;14:26.693;09:19:26.693;0:45.038;0:40.779;0:42.162;171.2;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;45.038;40.779;42.162;20.218;20.218;24.820;45.038;18.356;1:03.394;22.423;1:25.817;15.670;1:41.487;26.492;2:07.979;
14;1;8;1:53.490;2;;38.050;2;37.459;0;37.981;0;121.8;16:20.183;09:21:20.183;0:38.050;0:37.459;0:37.981;188.2;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;FF;38.050;37.459;37.981;15.787;15.787;22.263;38.050;15.683;53.733;21.776;1:15.509;14.318;1:29.827;23.663;1:53.490;
15;1;1;2:19.071;0;;57.522;0;40.347;0;41.202;0;99.4;2:19.071;09:07:19.071;0:57.522;0:40.347;0:41.202;171.2;Brett Kowalski;0:00:12.816;Am;;TechSport;Toyota Gazoo Racing;GF;57.522;40.347;41.202;31.928;31.928;25.594;57.522;16.524;1:14.046;23.823;1:37.869;16.858;1:54.727;24.344;2:19.071;
15;1;2;1:54.109;0;;38.681;0;37.632;0;37.796;2;121.1;4:13.180;09:09:13.180;0:38.681;0:37.632;0:37.796;187.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;38.681;37.632;37.796;15.985;15.985;22.696;38.681;15.787;54.468;21.845;1:16.313;14.282;1:30.595;23.514;1:54.109;
15;1;3;1:57.865;0;;41.520;0;37.945;0;38.400;0;117.2;6:11.045;09:11:11.045;0:41.520;0:37.945;0:38.400;186.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;41.520;37.945;38.400;15.723;15.723;25.797;41.520;15.649;57.169;22.296;1:19.465;14.425;1:33.890;23.975;1:57.865;
15;1;4;2:27.150;0;B;38.896;0;39.915;0;1:08.339;0;93.9;8:38.195;09:13:38.195;0:38.896;0:39.915;1:08.339;179.1;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;38.896;39.915;68.339;16.113;16.113;22.783;38.896;15.860;54.756;24.055;1:18.811;15.635;1:34.446;52.704;2:27.150;
15;1;5;2:11.541;0;;55.215;0;38.401;0;37.925;0;105.0;10:49.736;09:15:49.736;0:55.215;0:38.401;0:37.925;188.2;Brett Kowalski;0:00:54.083;Am;;TechSport;Toyota Gazoo Racing;GF;55.215;38.401;37.925;32.586;32.586;22.629;55.215;16.119;1:11.334;22.282;1:33.616;14.279;1:47.895;23.646;2:11.541;
15;1;6;1:54.776;0;;38.266;0;37.867;0;38.643;0;120.4;12:44.512;09:17:44.512;0:38.266;0:37.867;0:38.643;179.1;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;38.266;37.867;38.643;15.902;15.902;22.364;38.266;15.541;53.807;22.326;1:16.133;14.713;1:30.846;23.930;1:54.776;
15;1;7;1:54.128;0;;38.325;0;37.588;2;38.215;0;121.1;14:38.640;09:19:38.640;0:38.325;0:37.588;0:38.215;187.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;38.325;37.588;38.215;15.824;15.824;22.501;38.325;15.631;53.956;21.957;1:15.913;14.552;1:30.465;23.663;1:54.128;
15;1;8;1:54.060;2;;38.019;2;37.793;0;38.248;0;121.1;16:32.700;09:21:32.700;0:38.019;0:37.793;0:38.248;187.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;FF;38.019;37.793;38.248;15.721;15.721;22.298;38.019;15.680;53.699;22.113;1:15.812;14.575;1:30.387;23.673;1:54.060;
16;1;1;2:06.144;0;;47.476;0;38.585;0;40.083;0;109.5;2:06.144;09:07:06.144;0:47.476;0:38.585;0:40.083;184.3;John Dean*;0:00:06.248;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;47.476;38.585;40.083;26.666;26.666;20.810;47.476;19.002;1:06.478;19.583;1:26.061;17.100;1:43.161;22.983;2:06.144;
16;1;2;1:52.869;0;;38.250;0;37.339;0;37.280;0;122.4;3:59.013;09:08:59.013;0:38.250;0:37.339;0:37.280;;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;38.250;37.339;37.280;;;;38.250;;;;1:15.589;;;;1:52.869;
16;1;3;1:52.263;0;;37.685;0;37.408;0;37.170;2;123.1;5:51.276;09:10:51.276;0:37.685;0:37.408;0:37.170;186.2;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;37.685;37.408;37.170;;;;;;;;;;15.385;1:36.878;1:52.263;
16;1;4;1:51.687;2;;37.605;2;36.799;2;37.283;0;123.7;7:42.963;09:12:42.963;0:37.605;0:36.799;0:37.283;190.1;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;37.605;36.799;37.283;;;;;;;;;;15.341;1:36.346;1:51.687;
16;1;5;1:52.747;0;;38.053;0;37.331;0;37.363;0;122.6;9:35.710;09:14:35.710;0:38.053;0:37.331;0:37.363;189.1;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;38.053;37.331;37.363;;;;;;;;;;21.911;1:30.836;1:52.747;
16;1;6;2:07.385;0;;42.816;0;41.811;0;42.758;0;108.5;11:43.095;09:16:43.095;0:42.816;0:41.811;0:42.758;188.2;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;42.816;41.811;42.758;;;;;;;;;;21.364;1:46.021;2:07.385;
16;1;7;2:10.511;0;;42.437;0;40.793;0;47.281;0;105.9;13:53.606;09:18:53.606;0:42.437;0:40.793;0:47.281;189.1;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;42.437;40.793;47.281;;;;;;20.551;;;;56.283;1:14.228;2:10.511;
16;1;8;1:52.707;0;;37.714;0;37.084;0;37.909;0;122.6;15:46.313;09:20:46.313;0:37.714;0:37.084;0:37.909;189.1;John Dean*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;37.714;37.084;37.909;;;;;;2.373;;;;38.015;1:14.692;1:52.707;
17;1;1;2:27.687;0;;1:06.778;0;40.307;0;40.602;0;93.6;2:27.687;09:07:27.687;1:06.778;0:40.307;0:40.602;174.2;Miles Hewitt;0:00:22.177;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;66.778;40.307;40.602;42.015;42.015;24.763;1:06.778;16.923;1:23.701;23.384;1:47.085;15.674;2:02.759;24.928;2:27.687;
17;1;2;1:55.170;0;;38.945;0;38.139;0;38.086;0;120.0;4:22.857;09:09:22.857;0:38.945;0:38.139;0:38.086;184.3;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;38.945;38.139;38.086;16.204;16.204;22.741;38.945;15.915;54.860;22.224;1:17.084;14.439;1:31.523;23.647;1:55.170;
17;1;3;1:55.804;0;;39.501;0;37.745;0;38.558;0;119.3;6:18.661;09:11:18.661;0:39.501;0:37.745;0:38.558;185.2;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;39.501;37.745;38.558;17.003;17.003;22.498;39.501;15.661;55.162;22.084;1:17.246;14.627;1:31.873;23.931;1:55.804;
17;1;4;1:54.186;0;;38.425;0;37.724;0;38.037;0;121.0;8:12.847;09:13:12.847;0:38.425;0:37.724;0:38.037;185.2;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;38.425;37.724;38.037;16.081;16.081;22.344;38.425;15.678;54.103;22.046;1:16.149;14.528;1:30.677;23.509;1:54.186;
17;1;5;1:53.631;0;;38.129;0;37.470;2;38.032;0;121.6;10:06.478;09:15:06.478;0:38.129;0:37.470;0:38.032;184.3;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;38.129;37.470;38.032;15.770;15.770;22.359;38.129;15.543;53.672;21.927;1:15.599;14.373;1:29.972;23.659;1:53.631;
17;1;6;1:54.535;0;;38.550;0;37.903;0;38.082;0;120.6;12:01.013;09:17:01.013;0:38.550;0:37.903;0:38.082;182.1;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;38.550;37.903;38.082;15.708;15.708;22.842;38.550;15.819;54.369;22.084;1:16.453;14.778;1:31.231;23.304;1:54.535;
17;1;7;1:54.034;0;;38.283;0;37.593;0;38.158;0;121.2;13:55.047;09:18:55.047;0:38.283;0:37.593;0:38.158;185.2;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;GF;38.283;37.593;38.158;15.996;15.996;22.287;38.283;15.779;54.062;21.814;1:15.876;14.447;1:30.323;23.711;1:54.034;
17;1;8;1:53.217;2;;37.810;2;37.495;0;37.912;2;122.0;15:48.264;09:20:48.264;0:37.810;0:37.495;0:37.912;185.2;Miles Hewitt;;Am;;van der Steur Racing;Toyota Gazoo Racing;FF;37.810;37.495;37.912;15.709;15.709;22.101;37.810;15.611;53.421;21.884;1:15.305;14.352;1:29.657;23.560;1:53.217;
2;1;1;2:22.370;0;;1:04.650;0;38.358;0;39.362;0;97.1;2:22.370;09:07:22.370;1:04.650;0:38.358;0:39.362;172.2;Will Robusto;0:00:19.754;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;64.650;38.358;39.362;39.643;39.643;25.007;1:04.650;16.217;1:20.867;22.141;1:43.008;15.029;1:58.037;24.333;2:22.370;
2;1;2;1:53.821;0;;39.251;0;37.324;0;37.246;0;121.4;4:16.191;09:09:16.191;0:39.251;0:37.324;0:37.246;188.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;39.251;37.324;37.246;15.972;15.972;23.279;39.251;15.646;54.897;21.678;1:16.575;14.189;1:30.764;23.057;1:53.821;
