"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","5","2:25.889","2:25.974","2:26.017","2:26.247","2:26.270","2:26.389","2:26.409","2:26.422","2:26.566","2:26.580","02:26.276"
"GR Cup","Am","09","2:28.531","2:29.046","2:29.196","2:29.294","2:29.342","2:29.576","2:29.600","2:29.871","2:29.948","2:30.839","02:29.524"
"GR Cup","Am","11","2:28.602","2:28.629","2:28.645","2:28.728","2:28.756","2:28.843","2:28.921","2:29.633","2:29.677","2:29.769","02:29.020"
"GR Cup","Am","13","2:26.382","2:26.411","2:26.423","2:26.452","2:26.522","2:26.556","2:26.586","2:26.646","2:26.659","2:26.843","02:26.548"
"GR Cup","Am","14","2:26.986","2:27.155","2:27.257","2:27.500","2:27.930","2:28.003","2:28.054","2:28.122","2:28.127","2:28.129","02:27.726"
"GR Cup","Am","18","2:26.873","2:26.899","2:27.110","2:27.243","2:27.377","2:27.640","2:27.841","2:27.945","2:27.962","2:28.199","02:27.509"
"GR Cup","Am","21","2:27.778","2:28.139","2:28.463","2:28.769","2:28.800","2:29.170","2:29.205","2:29.233","2:29.395","2:29.490","02:28.844"
"GR Cup","Am","22","2:27.281","2:27.774","2:28.293","2:28.726","2:28.759","2:28.761","2:29.152","2:29.378","2:29.408","2:30.241","02:28.777"
"GR Cup","Am","24","2:27.229","2:28.016","2:28.084","2:28.229","2:28.710","2:29.102","2:29.587","2:30.073","2:30.867","2:33.993","02:29.389"
"GR Cup","Am","25","2:29.432","2:30.001","2:30.168","2:30.360","2:30.630","2:30.663","2:30.805","2:30.844","2:30.918","2:31.231","02:30.505"
"GR Cup","Am","34","2:27.857","2:28.449","2:28.786","2:28.957","2:28.973","2:29.092","2:29.210","2:29.529","2:29.937","2:30.082","02:29.087"
"GR Cup","Am","39","2:28.065","2:28.233","2:28.558","2:28.600","2:28.766","2:28.810","2:28.962","2:29.042","2:29.074","2:29.273","02:28.738"
"GR Cup","Am","43","2:28.314","2:28.320","2:28.558","2:28.727","2:28.864","2:29.112","2:29.144","2:31.109","2:33.837","2:35.447","02:30.143"
"GR Cup","Am","44","2:27.877","2:27.962","2:28.065","2:28.134","2:28.392","2:28.405","2:28.497","2:28.585","2:28.680","2:28.824","02:28.342"
"GR Cup","Am","46","2:26.669","2:26.749","2:26.815","2:27.222","2:27.278","2:27.763","2:27.778","2:27.924","2:27.975","2:28.209","02:27.438"
"GR Cup","Am","50","2:28.180","2:28.513","2:28.703","2:28.818","2:28.869","2:28.945","2:29.266","2:29.311","2:29.815","2:30.016","02:29.044"
"GR Cup","Am","51","2:26.739","2:26.831","2:26.855","2:27.666","2:27.774","2:27.788","2:27.793","2:28.015","2:28.158","2:28.417","02:27.604"
"GR Cup","Am","55","2:26.348","2:26.796","2:26.865","2:26.916","2:26.990","2:27.016","2:27.020","2:27.087","2:27.139","2:27.278","02:26.946"
"GR Cup","Am","57","2:26.724","2:26.830","2:27.020","2:27.041","2:27.222","2:27.595","2:28.021","2:28.032","2:28.070","2:28.088","02:27.464"
"GR Cup","Am","61","2:29.589","2:29.895","2:30.157","2:30.339","2:30.389","2:30.438","2:30.867","2:31.151","2:31.633","2:31.678","02:30.614"
"GR Cup","Am","76","2:27.404","2:27.673","2:27.687","2:27.983","2:28.036","2:28.145","2:28.164","2:28.303","2:28.367","2:28.387","02:28.015"
"GR Cup","Am","77","2:33.052","2:34.953","3:04.250","","","","","","","","02:44.085"
"GR Cup","Am","78","2:27.840","2:27.977","2:28.060","2:28.241","2:28.473","2:28.517","2:28.542","2:28.756","2:29.035","2:29.059","02:28.450"
"GR Cup","Am","80","2:28.261","2:28.427","2:28.830","2:29.179","2:29.272","2:29.525","2:29.527","2:29.776","2:29.808","2:29.829","02:29.243"
"GR Cup","Am","88","2:27.486","2:27.604","2:28.552","2:28.700","2:29.119","2:29.363","2:30.040","2:30.112","2:30.409","2:31.963","02:29.335"
"GR Cup","Am","99","2:26.201","2:26.332","2:26.769","2:26.974","2:27.037","2:27.068","2:27.128","2:27.131","2:27.198","2:27.241","02:26.908"
