"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"1","1","5","Gresham Wagner","Am","9","30:05.264",1805264,"2:24.642",144642,"93.085","3","","","0","1","33.660","0","","Gresham","Wagner","2:24.727",144727,"1","43.097",43097,"49.970",49970,"51.234",51234,"Gresham","Wagner","","219203","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:dnakcNcfdvGArUQWI0XPk","entries:events-2024-sro-sebring:dnakcNcfdvGArUQWI0XPk","15257379","",1,"0 (1 → 1)","0"
"2","2","13","Westin Workman","Am","8","24:32.750",1472750,"2:25.221",145221,"92.714","2","0.579","0.579","0","5","29.920","0","","Westin","Workman","2:25.889",145889,"2","43.336",43336,"50.351",50351,"51.518",51518,"Westin","Workman","","219250","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:lr-KHH7REz_y_MOS5TbcN","entries:events-2024-sro-sebring:lr-KHH7REz_y_MOS5TbcN","15241424","",5,"3 (5 → 2)","3"
"3","3","99","Jaxon Bell","Am","11","31:36.351",1896351,"2:25.523",145523,"92.521","4","0.881","0.302","0","29","41.140","0","","Jaxon","Bell","2:25.647",145647,"1","43.034",43034,"50.299",50299,"51.714",51714,"Jaxon","Bell","","219090","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:E5DwrlcTpAlHX95EtfaA9","entries:events-2024-sro-sebring:E5DwrlcTpAlHX95EtfaA9","13153784","",29,"26 (29 → 3)","26"
"4","4","55","Spike Kohlbecker","Am","11","32:37.121",1957121,"2:25.593",145593,"92.477","4","0.951","0.070","0","21","41.140","0","","Spike","Kohlbecker","2:25.777",145777,"1","43.317",43317,"50.365",50365,"51.797",51797,"Spike","Kohlbecker","","219122","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:5B0yfxlKLp4pX5d9f0YH1","entries:events-2024-sro-sebring:5B0yfxlKLp4pX5d9f0YH1","11385466","",21,"17 (21 → 4)","17"
"5","5","46","Lucas Weisenberg","Am","9","29:28.941",1768941,"2:25.705",145705,"92.406","3","1.063","0.112","0","18","33.660","0","","Lucas","Weisenberg","2:26.175",146175,"3","43.072",43072,"50.486",50486,"51.887",51887,"Lucas","Weisenberg","","219272","GR Cup","Toyota GR86","Lucas Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:uh-kTiqZuu2cfj_3zPbbN","entries:events-2024-sro-sebring:uh-kTiqZuu2cfj_3zPbbN","12208074","",18,"13 (18 → 5)","13"
"6","6","51","Adam Brickley","Am","11","31:38.634",1898634,"2:25.793",145793,"92.350","3","1.151","0.088","0","20","41.140","0","","Adam","Brickley","2:26.608",146608,"1","43.437",43437,"50.473",50473,"51.883",51883,"Adam","Brickley","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:x34apgq3zfQyRfvYkuj2t","entries:events-2024-sro-sebring:x34apgq3zfQyRfvYkuj2t","12714404","",20,"14 (20 → 6)","14"
"7","7","57","Mia Lovell","Am","11","31:37.967",1897967,"2:26.094",146094,"92.160","2","1.452","0.301","0","22","41.140","0","","Mia","Lovell","2:26.180",146180,"1","43.336",43336,"50.332",50332,"51.780",51780,"Mia","Lovell","","218686","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:_JOHQD2Ky5ASvVrQ0ddsg","entries:events-2024-sro-sebring:_JOHQD2Ky5ASvVrQ0ddsg","10314665","",22,"15 (22 → 7)","15"
"8","8","18","Jordan RickSegrini","Am","11","31:57.638",1917638,"2:26.100",146100,"92.156","2","1.458","0.006","0","8","41.140","0","","Jordan","RickSegrini","2:26.418",146418,"1","43.365",43365,"50.543",50543,"52.039",52039,"Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:MMvYT-bVmBtPjq_RmLZAn","entries:events-2024-sro-sebring:MMvYT-bVmBtPjq_RmLZAn","12415550","",8,"0 (8 → 8)","0"
"9","9","76","Steven Clemons","Am","10","30:02.730",1802730,"2:26.335",146335,"92.008","3","1.693","0.235","0","24","37.400","0","","Steven","Clemons","2:26.450",146450,"1","43.266",43266,"50.862",50862,"51.926",51926,"Steven","Clemons","","219225","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:7OJCvR3_5D3jRXwT27eaB","entries:events-2024-sro-sebring:7OJCvR3_5D3jRXwT27eaB","13032211","",24,"15 (24 → 9)","15"
"10","10","14","Alex Garcia","Am","11","32:10.887",1930887,"2:26.459",146459,"91.930","9","1.817","0.124","0","6","41.140","0","","Alex","Garcia","2:26.575",146575,"1","43.392",43392,"50.657",50657,"52.060",52060,"Alex","Garcia","","219120","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-sebring:XUDfb2gEwix8j4DQXe27t","entries:events-2024-sro-sebring:XUDfb2gEwix8j4DQXe27t","15057570","",6,"-4 (6 → 10)","-4"
