NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;INT-1_time;INT-1_elapsed;IM2a_time;IM2a_elapsed;INT-2_time;INT-2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
03;1;1;3:15.748;0;;1:40.297;0;47.264;0;48.187;0;70.6;3:15.748;08:53:15.748;1:40.297;0:47.264;0:48.187;156.1;Karl Forman;0:00:51.725;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;100.297;47.264;48.187;1:12.220;1:12.220;28.077;1:40.297;19.110;1:59.407;28.154;2:27.561;19.619;2:47.180;28.568;3:15.748;
03;1;2;2:18.822;0;;47.888;0;45.956;2;44.978;2;99.5;5:34.570;08:55:34.570;0:47.888;0:45.956;0:44.978;157.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;47.888;45.956;44.978;20.176;20.176;27.712;47.888;18.621;1:06.509;27.335;1:33.844;17.669;1:51.513;27.309;2:18.822;
03;1;3;2:18.319;2;;46.431;0;46.746;0;45.142;0;99.9;7:52.889;08:57:52.889;0:46.431;0:46.746;0:45.142;158.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;46.431;46.746;45.142;19.583;19.583;26.848;46.431;18.292;1:04.723;28.454;1:33.177;17.580;1:50.757;27.562;2:18.319;
03;1;4;5:27.352;0;B;46.377;2;48.795;0;3:52.180;0;42.2;13:20.241;09:03:20.241;0:46.377;0:48.795;3:52.180;159.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;46.377;48.795;232.180;19.559;19.559;26.818;46.377;18.413;1:04.790;30.382;1:35.172;20.962;1:56.134;3:31.218;5:27.352;
03;1;5;2:58.938;0;B;56.911;0;46.270;0;1:15.757;0;77.2;16:19.179;09:06:19.179;0:56.911;0:46.270;1:15.757;151.0;Karl Forman;0:03:19.432;Am;;Precision Racing LA;Toyota Gazoo Racing;FF;56.911;46.270;75.757;29.855;29.855;27.056;56.911;18.588;1:15.499;27.682;1:43.181;18.660;2:01.841;57.097;2:58.938;
11;1;1;3:17.797;0;;1:34.925;0;51.940;0;50.932;0;69.9;3:17.797;08:53:17.797;1:34.925;0:51.940;0:50.932;132.0;Farran Davis*;0:00:41.503;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;94.925;51.940;50.932;1:03.963;1:03.963;30.962;1:34.925;21.470;1:56.395;30.470;2:26.865;19.693;2:46.558;31.239;3:17.797;
11;1;2;2:29.387;0;;50.788;0;49.905;0;48.694;0;92.5;5:47.184;08:55:47.184;0:50.788;0:49.905;0:48.694;138.1;Farran Davis*;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;50.788;49.905;48.694;21.769;21.769;29.019;50.788;20.470;1:11.258;29.435;1:40.693;19.517;2:00.210;29.177;2:29.387;
11;1;3;2:24.791;2;;49.695;2;47.950;2;47.146;2;95.4;8:11.975;08:58:11.975;0:49.695;0:47.950;0:47.146;149.2;Farran Davis*;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;49.695;47.950;47.146;21.064;21.064;28.631;49.695;19.719;1:09.414;28.231;1:37.645;18.391;1:56.036;28.755;2:24.791;
11;1;4;5:19.491;0;B;50.974;0;55.428;0;3:33.089;0;43.2;13:31.466;09:03:31.466;0:50.974;0:55.428;3:33.089;144.0;Farran Davis*;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;50.974;55.428;213.089;21.639;21.639;29.335;50.974;21.072;1:12.046;34.356;1:46.402;21.138;2:07.540;3:11.951;5:19.491;
11;1;5;2:52.238;0;;1:08.346;0;50.237;0;53.655;0;80.2;16:23.704;09:06:23.704;1:08.346;0:50.237;0:53.655;138.1;Farran Davis*;0:03:05.103;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;68.346;50.237;53.655;37.541;37.541;30.805;1:08.346;21.454;1:29.800;28.783;1:58.583;19.433;2:18.016;34.222;2:52.238;
113;1;1;2:42.687;0;;1:03.351;0;50.588;0;48.748;0;84.9;2:42.687;08:52:42.687;1:03.351;0:50.588;0:48.748;151.0;Ethan Tovo;0:00:10.167;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;63.351;50.588;48.748;32.735;32.735;30.616;1:03.351;19.984;1:23.335;30.604;1:53.939;19.486;2:13.425;29.262;2:42.687;
113;1;2;2:24.732;0;;50.641;0;48.295;0;45.796;0;95.5;5:07.419;08:55:07.419;0:50.641;0:48.295;0:45.796;155.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;50.641;48.295;45.796;22.119;22.119;28.522;50.641;19.862;1:10.503;28.433;1:38.936;18.182;1:57.118;27.614;2:24.732;
113;1;3;2:20.690;2;;47.905;0;46.452;0;46.333;0;98.2;7:28.109;08:57:28.109;0:47.905;0:46.452;0:46.333;156.1;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;47.905;46.452;46.333;19.446;19.446;28.459;47.905;19.046;1:06.951;27.406;1:34.357;17.852;1:52.209;28.481;2:20.690;
113;1;4;2:53.909;0;B;47.839;2;45.525;0;1:20.545;0;79.5;10:22.018;09:00:22.018;0:47.839;0:45.525;1:20.545;158.1;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;47.839;45.525;80.545;19.838;19.838;28.001;47.839;18.717;1:06.556;26.808;1:33.364;17.875;1:51.239;1:02.670;2:53.909;
113;1;5;5:18.479;0;;3:47.590;0;45.754;2;45.135;2;43.4;15:40.497;09:05:40.497;3:47.590;0:45.754;0:45.135;156.1;Ethan Tovo;0:03:44.079;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;227.590;45.754;45.135;3:20.060;3:20.060;27.530;3:47.590;18.889;4:06.479;26.865;4:33.344;17.738;4:51.082;27.397;5:18.479;
12;1;1;2:55.442;0;;1:11.295;0;52.559;0;51.588;0;78.8;2:55.442;08:52:55.442;1:11.295;0:52.559;0:51.588;137.1;John Lennon*;0:00:12.423;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;71.295;52.559;51.588;38.717;38.717;32.578;1:11.295;20.799;1:32.094;31.760;2:03.854;20.328;2:24.182;31.260;2:55.442;
12;1;2;2:31.731;0;;53.283;0;49.657;0;48.791;0;91.1;5:27.173;08:55:27.173;0:53.283;0:49.657;0:48.791;143.0;John Lennon*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;53.283;49.657;48.791;22.748;22.748;30.535;53.283;19.839;1:13.122;29.818;1:42.940;19.098;2:02.038;29.693;2:31.731;
12;1;3;2:28.384;2;;50.824;0;50.904;0;46.656;2;93.1;7:55.557;08:57:55.557;0:50.824;0:50.904;0:46.656;147.1;John Lennon*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;50.824;50.904;46.656;21.467;21.467;29.357;50.824;19.588;1:10.412;31.316;1:41.728;18.681;2:00.409;27.975;2:28.384;
12;1;4;3:02.796;0;B;49.905;2;48.991;0;1:23.900;0;75.6;10:58.353;09:00:58.353;0:49.905;0:48.991;1:23.900;152.1;John Lennon*;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;49.905;48.991;83.900;20.820;20.820;29.085;49.905;19.057;1:08.962;29.934;1:38.896;18.743;1:57.639;1:05.157;3:02.796;
12;1;5;5:03.611;0;;3:27.176;0;48.089;2;48.346;0;45.5;16:01.964;09:06:01.964;3:27.176;0:48.089;0:48.346;144.0;John Lennon*;0:03:18.391;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;207.176;48.089;48.346;2:57.755;2:57.755;29.421;3:27.176;19.390;3:46.566;28.699;4:15.265;18.951;4:34.216;29.395;5:03.611;
13;1;1;2:40.334;0;;1:07.270;0;46.803;0;46.261;0;86.2;2:40.334;08:52:40.334;1:07.270;0:46.803;0:46.261;154.1;Westin Workman;0:00:15.485;Am;;BSI Racing;Toyota Gazoo Racing;GF;67.270;46.803;46.261;38.841;38.841;28.429;1:07.270;18.758;1:26.028;28.045;1:54.073;18.154;2:12.227;28.107;2:40.334;
13;1;2;2:17.974;2;;46.760;2;45.962;0;45.252;0;100.1;4:58.308;08:54:58.308;0:46.760;0:45.962;0:45.252;162.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;46.760;45.962;45.252;19.436;19.436;27.324;46.760;18.809;1:05.569;27.153;1:32.722;17.590;1:50.312;27.662;2:17.974;
13;1;3;2:18.553;0;;47.770;0;45.529;2;45.254;0;99.7;7:16.861;08:57:16.861;0:47.770;0:45.529;0:45.254;167.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;47.770;45.529;45.254;19.571;19.571;28.199;47.770;18.855;1:06.625;26.674;1:33.299;17.191;1:50.490;28.063;2:18.553;
13;1;4;6:01.474;0;B;47.292;0;46.106;0;4:28.076;0;38.2;13:18.335;09:03:18.335;0:47.292;0:46.106;4:28.076;167.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;47.292;46.106;268.076;19.831;19.831;27.461;47.292;18.678;1:05.970;27.428;1:33.398;17.487;1:50.885;4:10.589;6:01.474;
13;1;5;2:26.047;0;;55.643;0;45.628;0;44.776;2;94.6;15:44.382;09:05:44.382;0:55.643;0:45.628;0:44.776;156.1;Westin Workman;0:04:02.241;Am;;BSI Racing;Toyota Gazoo Racing;FF;55.643;45.628;44.776;28.414;28.414;27.229;55.643;18.199;1:13.842;27.429;1:41.271;17.699;1:58.970;27.077;2:26.047;
14;1;1;3:04.771;0;;1:16.230;0;51.173;0;57.368;0;74.8;3:04.771;08:53:04.771;1:16.230;0:51.173;0:57.368;148.1;Alex Garcia;0:00:21.161;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;76.230;51.173;57.368;44.387;44.387;31.843;1:16.230;19.248;1:35.478;31.925;2:07.403;26.197;2:33.600;31.171;3:04.771;
14;1;2;2:24.557;0;;53.256;0;44.932;2;46.369;0;95.6;5:29.328;08:55:29.328;0:53.256;0:44.932;0:46.369;157.2;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;53.256;44.932;46.369;25.522;25.522;27.734;53.256;18.248;1:11.504;26.684;1:38.188;17.918;1:56.106;28.451;2:24.557;
14;1;3;2:23.033;2;;49.212;0;48.170;0;45.651;2;96.6;7:52.361;08:57:52.361;0:49.212;0:48.170;0:45.651;156.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;49.212;48.170;45.651;20.021;20.021;29.191;49.212;19.299;1:08.511;28.871;1:37.382;18.143;1:55.525;27.508;2:23.033;
14;1;4;5:30.129;0;B;46.120;2;48.101;0;3:55.908;0;41.9;13:22.490;09:03:22.490;0:46.120;0:48.101;3:55.908;160.0;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;46.120;48.101;235.908;19.120;19.120;27.000;46.120;18.558;1:04.678;29.543;1:34.221;21.511;1:55.732;3:34.397;5:30.129;
14;1;5;3:01.113;0;B;58.638;0;46.526;0;1:15.949;0;76.3;16:23.603;09:06:23.603;0:58.638;0:46.526;1:15.949;152.1;Alex Garcia;0:03:23.766;Am;;Skip Barber Racing;Toyota Gazoo Racing;FF;58.638;46.526;75.949;30.692;30.692;27.946;58.638;18.396;1:17.034;28.130;1:45.164;18.948;2:04.112;57.001;3:01.113;
