NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;INT-1_time;INT-1_elapsed;IM2a_time;IM2a_elapsed;INT-2_time;INT-2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
67;1;2;2:34.826;0;;55.170;0;49.902;0;49.754;0;89.2;5:39.149;08:55:39.149;0:55.170;0:49.902;0:49.754;146.1;Shea Holbrook;;Am;;BSI Racing;Toyota Gazoo Racing;GF;55.170;49.902;49.754;22.157;22.157;33.013;55.170;20.307;1:15.477;29.595;1:45.072;19.545;2:04.617;30.209;2:34.826;
67;1;3;2:27.410;2;;51.533;0;48.027;2;47.850;2;93.7;8:06.559;08:58:06.559;0:51.533;0:48.027;0:47.850;154.1;Shea Holbrook;;Am;;BSI Racing;Toyota Gazoo Racing;GF;51.533;48.027;47.850;20.675;20.675;30.858;51.533;18.799;1:10.332;29.228;1:39.560;18.858;1:58.418;28.992;2:27.410;
7;1;1;2:29.202;0;;55.796;0;46.347;0;47.059;0;92.6;2:29.202;08:52:29.202;0:55.796;0:46.347;0:47.059;155.2;Jaxon Bell;0:00:05.871;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;55.796;46.347;47.059;26.853;26.853;28.943;55.796;18.660;1:14.456;27.687;1:42.143;18.120;2:00.263;28.939;2:29.202;
7;1;2;2:16.295;0;;46.578;0;44.878;0;44.839;0;101.4;4:45.497;08:54:45.497;0:46.578;0:44.878;0:44.839;160.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;46.578;44.878;44.839;19.054;19.054;27.524;46.578;18.160;1:04.738;26.718;1:31.456;17.496;1:48.952;27.343;2:16.295;
7;1;3;2:14.075;2;;45.942;0;44.730;0;43.403;3;103.1;6:59.572;08:56:59.572;0:45.942;0:44.730;0:43.403;166.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.942;44.730;43.403;18.855;18.855;27.087;45.942;17.959;1:03.901;26.771;1:30.672;17.224;1:47.896;26.179;2:14.075;
7;1;4;2:12.685;0;;45.243;3;44.328;2;43.114;0;104.1;9:12.257;08:59:12.257;0:45.243;0:44.328;0:43.114;167.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;45.243;44.328;43.114;18.455;18.455;26.788;45.243;17.799;1:03.042;26.529;1:29.571;17.044;1:46.615;26.070;2:12.685;
7;1;5;2:51.846;0;B;52.328;0;48.637;0;1:10.881;0;80.4;12:04.103;09:02:04.103;0:52.328;0:48.637;1:10.881;157.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;52.328;48.637;70.881;22.576;22.576;29.752;52.328;20.020;1:12.348;28.617;1:40.965;17.660;1:58.625;53.221;2:51.846;
7;1;6;3:30.469;0;;2:00.837;0;44.632;0;45.000;0;65.7;15:34.572;09:05:34.572;2:00.837;0:44.632;0:45.000;160.0;Jaxon Bell;0:01:54.541;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;120.837;44.632;45.000;1:33.839;1:33.839;26.998;2:00.837;18.091;2:18.928;26.541;2:45.469;17.162;3:02.631;27.838;3:30.469;
71;1;1;2:39.289;0;;1:05.217;0;47.480;0;46.592;0;86.7;2:39.289;08:52:39.289;1:05.217;0:47.480;0:46.592;154.1;Christian Weir;0:00:13.746;Am;;TechSport;Toyota Gazoo Racing;GF;65.217;47.480;46.592;36.366;36.366;28.851;1:05.217;19.297;1:24.514;28.183;1:52.697;18.683;2:11.380;27.909;2:39.289;
71;1;2;2:17.351;0;;47.195;0;45.421;0;44.735;0;100.6;4:56.640;08:54:56.640;0:47.195;0:45.421;0:44.735;157.2;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;47.195;45.421;44.735;19.929;19.929;27.266;47.195;18.619;1:05.814;26.802;1:32.616;17.375;1:49.991;27.360;2:17.351;
71;1;3;2:15.720;2;;47.002;0;44.386;2;44.332;2;101.8;7:12.360;08:57:12.360;0:47.002;0:44.386;0:44.332;160.0;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;47.002;44.386;44.332;19.389;19.389;27.613;47.002;18.282;1:05.284;26.104;1:31.388;17.228;1:48.616;27.104;2:15.720;
71;1;4;2:41.726;0;B;45.862;2;44.976;0;1:10.888;0;85.4;9:54.086;08:59:54.086;0:45.862;0:44.976;1:10.888;163.1;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;RF;45.862;44.976;70.888;18.873;18.873;26.989;45.862;18.357;1:04.219;26.619;1:30.838;17.349;1:48.187;53.539;2:41.726;
71;1;5;5:55.244;0;;4:23.327;0;45.395;0;46.522;0;38.9;15:49.330;09:05:49.330;4:23.327;0:45.395;0:46.522;154.1;Christian Weir;0:04:17.160;Am;;TechSport;Toyota Gazoo Racing;FF;263.327;45.395;46.522;3:56.512;3:56.512;26.815;4:23.327;18.391;4:41.718;27.004;5:08.722;18.222;5:26.944;28.300;5:55.244;
72;1;1;2:46.063;0;;1:07.025;0;48.130;0;50.908;0;83.2;2:46.063;08:52:46.063;1:07.025;0:48.130;0:50.908;148.1;Ethan Goulart;0:00:12.972;Am;;TechSport;Toyota Gazoo Racing;GF;67.025;48.130;50.908;37.659;37.659;29.366;1:07.025;19.194;1:26.219;28.936;1:55.155;21.692;2:16.847;29.216;2:46.063;
72;1;2;2:19.855;0;;48.659;0;46.347;0;44.849;0;98.8;5:05.918;08:55:05.918;0:48.659;0:46.347;0:44.849;159.1;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;48.659;46.347;44.849;20.657;20.657;28.002;48.659;18.814;1:07.473;27.533;1:35.006;17.705;1:52.711;27.144;2:19.855;
72;1;3;2:16.737;2;;46.589;0;45.712;2;44.436;2;101.1;7:22.655;08:57:22.655;0:46.589;0:45.712;0:44.436;162.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;46.589;45.712;44.436;19.126;19.126;27.463;46.589;18.791;1:05.380;26.921;1:32.301;17.448;1:49.749;26.988;2:16.737;
72;1;4;2:49.689;0;B;46.260;2;47.404;0;1:16.025;0;81.4;10:12.344;09:00:12.344;0:46.260;0:47.404;1:16.025;162.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;RF;46.260;47.404;76.025;18.968;18.968;27.292;46.260;18.800;1:05.060;28.604;1:33.664;17.765;1:51.429;58.260;2:49.689;
72;1;5;6:26.296;0;B;4:17.182;0;47.793;0;1:21.321;0;35.8;16:38.640;09:06:38.640;4:17.182;0:47.793;1:21.321;153.2;Ethan Goulart;0:04:02.493;Am;;TechSport;Toyota Gazoo Racing;FF;257.182;47.793;81.321;3:47.798;3:47.798;29.384;4:17.182;18.836;4:36.018;28.957;5:04.975;20.012;5:24.987;1:01.309;6:26.296;
73;1;1;3:22.510;0;;1:45.619;0;48.197;0;48.694;0;68.2;3:22.510;08:53:22.510;1:45.619;0:48.197;0:48.694;150.0;Mike Lamarra*;0:00:53.872;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;105.619;48.197;48.694;1:15.796;1:15.796;29.823;1:45.619;20.139;2:05.758;28.058;2:33.816;18.462;2:52.278;30.232;3:22.510;
73;1;2;2:19.655;2;;47.285;2;46.683;2;45.687;2;98.9;5:42.165;08:55:42.165;0:47.285;0:46.683;0:45.687;153.2;Mike Lamarra*;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;47.285;46.683;45.687;19.651;19.651;27.634;47.285;19.260;1:06.545;27.423;1:33.968;18.204;1:52.172;27.483;2:19.655;
73;1;3;2:39.276;0;;47.489;0;1:06.017;0;45.770;0;86.8;8:21.441;08:58:21.441;0:47.489;1:06.017;0:45.770;155.2;Mike Lamarra*;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;47.489;66.017;45.770;19.233;19.233;28.256;47.489;18.790;1:06.279;47.227;1:53.506;18.000;2:11.506;27.770;2:39.276;
73;1;4;4:59.801;0;B;46.850;0;57.040;0;3:15.911;0;46.1;13:21.242;09:03:21.242;0:46.850;0:57.040;3:15.911;159.1;Mike Lamarra*;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;46.850;57.040;195.911;18.597;18.597;28.253;46.850;21.958;1:08.808;35.082;1:43.890;22.240;2:06.130;2:53.671;4:59.801;
73;1;5;3:00.822;0;B;58.359;0;47.512;0;1:14.951;0;76.4;16:22.064;09:06:22.064;0:58.359;0:47.512;1:14.951;148.1;Mike Lamarra*;0:02:44.437;Am;;Precision Racing LA;Toyota Gazoo Racing;FF;58.359;47.512;74.951;31.137;31.137;27.222;58.359;19.517;1:17.876;27.995;1:45.871;17.981;2:03.852;56.970;3:00.822;
78;1;1;2:32.765;0;;57.982;0;47.360;0;47.423;0;90.5;2:32.765;08:52:32.765;0:57.982;0:47.360;0:47.423;155.2;Ethan Ayars;0:00:07.580;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;57.982;47.360;47.423;29.206;29.206;28.776;57.982;19.514;1:17.496;27.846;1:45.342;18.342;2:03.684;29.081;2:32.765;
78;1;2;2:18.906;0;;47.117;0;45.434;0;46.355;0;99.5;4:51.671;08:54:51.671;0:47.117;0:45.434;0:46.355;159.1;Ethan Ayars;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;47.117;45.434;46.355;19.549;19.549;27.568;47.117;18.169;1:05.286;27.265;1:32.551;17.447;1:49.998;28.908;2:18.906;
78;1;3;2:15.635;2;;46.593;2;44.743;2;44.299;2;101.9;7:07.306;08:57:07.306;0:46.593;0:44.743;0:44.299;161.2;Ethan Ayars;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;46.593;44.743;44.299;19.328;19.328;27.265;46.593;18.139;1:04.732;26.604;1:31.336;17.070;1:48.406;27.229;2:15.635;
78;1;4;2:20.883;0;;46.923;0;44.920;0;49.040;0;98.1;9:28.189;08:59:28.189;0:46.923;0:44.920;0:49.040;160.0;Ethan Ayars;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;46.923;44.920;49.040;19.701;19.701;27.222;46.923;17.980;1:04.903;26.940;1:31.843;17.074;1:48.917;31.966;2:20.883;
78;1;5;3:15.141;0;B;53.782;0;52.966;0;1:28.393;0;70.8;12:43.330;09:02:43.330;0:53.782;0:52.966;1:28.393;141.2;Ethan Ayars;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;53.782;52.966;88.393;23.273;23.273;30.509;53.782;21.896;1:15.678;31.070;1:46.748;22.138;2:08.886;1:06.255;3:15.141;
78;1;6;3:22.442;0;B;1:23.554;0;44.908;0;1:13.980;0;68.3;16:05.772;09:06:05.772;1:23.554;0:44.908;1:13.980;158.1;Ethan Ayars;0:01:22.562;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;83.554;44.908;73.980;56.397;56.397;27.157;1:23.554;18.053;1:41.607;26.855;2:08.462;17.580;2:26.042;56.400;3:22.442;
80;1;1;2:50.271;0;;1:08.986;0;49.136;0;52.149;0;81.2;2:50.271;08:52:50.271;1:08.986;0:49.136;0:52.149;150.0;Paityn Feyen;0:00:11.650;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;68.986;49.136;52.149;36.190;36.190;32.796;1:08.986;19.486;1:28.472;29.650;1:58.122;20.935;2:19.057;31.214;2:50.271;
80;1;2;2:29.515;0;;50.935;0;47.700;2;50.880;0;92.4;5:19.786;08:55:19.786;0:50.935;0:47.700;0:50.880;156.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;50.935;47.700;50.880;21.398;21.398;29.537;50.935;18.889;1:09.824;28.811;1:38.635;19.955;1:58.590;30.925;2:29.515;
80;1;3;2:27.523;2;;50.626;2;47.940;0;48.957;2;93.7;7:47.309;08:57:47.309;0:50.626;0:47.940;0:48.957;153.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;50.626;47.940;48.957;21.438;21.438;29.188;50.626;19.431;1:10.057;28.509;1:38.566;19.906;1:58.472;29.051;2:27.523;
80;1;4;3:41.079;0;B;1:19.617;0;57.701;0;1:23.761;0;62.5;11:28.388;09:01:28.388;1:19.617;0:57.701;1:23.761;155.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;79.617;57.701;83.761;45.792;45.792;33.825;1:19.617;22.446;1:42.063;35.255;2:17.318;22.350;2:39.668;1:01.411;3:41.079;
80;1;5;4:51.754;0;;3:08.473;0;50.206;0;53.075;0;47.4;16:20.142;09:06:20.142;3:08.473;0:50.206;0:53.075;152.1;Paityn Feyen;0:02:54.622;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;188.473;50.206;53.075;2:36.130;2:36.130;32.343;3:08.473;19.926;3:28.399;30.280;3:58.679;20.565;4:19.244;32.510;4:51.754;
88;1;1;2:35.263;0;;1:00.364;0;47.434;0;47.465;0;89.0;2:35.263;08:52:35.263;1:00.364;0:47.434;0:47.465;155.2;Zach Hollingshead;0:00:08.996;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;60.364;47.434;47.465;30.747;30.747;29.617;1:00.364;19.428;1:19.792;28.006;1:47.798;18.489;2:06.287;28.976;2:35.263;
88;1;2;2:26.034;0;;47.524;0;45.616;0;52.894;0;94.6;5:01.297;08:55:01.297;0:47.524;0:45.616;0:52.894;159.1;Zach Hollingshead;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;47.524;45.616;52.894;19.823;19.823;27.701;47.524;18.680;1:06.204;26.936;1:33.140;17.275;1:50.415;35.619;2:26.034;
88;1;3;2:17.900;2;;46.731;2;46.023;0;45.146;2;100.2;7:19.197;08:57:19.197;0:46.731;0:46.023;0:45.146;162.2;Zach Hollingshead;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;46.731;46.023;45.146;19.092;19.092;27.639;46.731;18.635;1:05.366;27.388;1:32.754;17.433;1:50.187;27.713;2:17.900;
88;1;4;2:46.039;0;B;48.313;0;45.280;2;1:12.446;0;83.2;10:05.236;09:00:05.236;0:48.313;0:45.280;1:12.446;162.2;Zach Hollingshead;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;RF;48.313;45.280;72.446;20.539;20.539;27.774;48.313;18.836;1:07.149;26.444;1:33.593;17.116;1:50.709;55.330;2:46.039;
88;1;5;6:06.452;0;B;4:06.501;0;46.736;0;1:13.215;0;37.7;16:11.688;09:06:11.688;4:06.501;0:46.736;1:13.215;158.1;Zach Hollingshead;0:03:56.190;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;FF;246.501;46.736;73.215;3:39.085;3:39.085;27.416;4:06.501;19.751;4:26.252;26.985;4:53.237;18.165;5:11.402;55.050;6:06.452;
89;1;1;3:37.721;0;;2:02.606;0;47.547;0;47.568;0;63.5;3:37.721;08:53:37.721;2:02.606;0:47.547;0:47.568;152.1;Livio Galanti*;0:01:11.971;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;122.606;47.547;47.568;1:32.945;1:32.945;29.661;2:02.606;19.820;2:22.426;27.727;2:50.153;18.544;3:08.697;29.024;3:37.721;
89;1;2;2:17.163;0;;46.781;0;45.230;2;45.152;0;100.7;5:54.884;08:55:54.884;0:46.781;0:45.230;0:45.152;158.1;Livio Galanti*;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.781;45.230;45.152;18.939;18.939;27.842;46.781;18.301;1:05.082;26.929;1:32.011;17.726;1:49.737;27.426;2:17.163;
89;1;3;2:15.709;2;;45.444;2;45.574;0;44.691;2;101.8;8:10.593;08:58:10.593;0:45.444;0:45.574;0:44.691;159.1;Livio Galanti*;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.444;45.574;44.691;18.552;18.552;26.892;45.444;18.296;1:03.740;27.278;1:31.018;17.592;1:48.610;27.099;2:15.709;
89;1;4;5:14.413;0;B;47.019;0;57.531;0;3:29.863;0;43.9;13:25.006;09:03:25.006;0:47.019;0:57.531;3:29.863;168.2;Livio Galanti*;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;47.019;57.531;209.863;19.835;19.835;27.184;47.019;20.273;1:07.292;37.258;1:44.550;21.805;2:06.355;3:08.058;5:14.413;
89;1;5;3:03.033;0;B;1:00.759;0;46.244;0;1:16.030;0;75.5;16:28.039;09:06:28.039;1:00.759;0:46.244;1:16.030;154.1;Livio Galanti*;0:02:59.683;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;60.759;46.244;76.030;31.872;31.872;28.887;1:00.759;18.901;1:19.660;27.343;1:47.003;19.215;2:06.218;56.815;3:03.033;
93;1;1;4:47.896;0;B;1:13.790;0;51.968;0;2:42.138;0;48.0;4:47.896;08:54:47.896;1:13.790;0:51.968;2:42.138;145.2;Patrick Brunson;0:00:20.183;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;73.790;51.968;162.138;43.402;43.402;30.388;1:13.790;20.509;1:34.299;31.459;2:05.758;21.149;2:26.907;2:20.989;4:47.896;
93;1;2;2:31.019;0;;56.888;0;48.187;2;45.944;2;91.5;7:18.915;08:57:18.915;0:56.888;0:48.187;0:45.944;154.1;Patrick Brunson;0:02:14.801;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;56.888;48.187;45.944;28.513;28.513;28.375;56.888;20.286;1:17.174;27.901;1:45.075;17.742;2:02.817;28.202;2:31.019;
98;1;1;2:54.299;0;;1:12.225;0;52.273;0;49.801;0;79.3;2:54.299;08:52:54.299;1:12.225;0:52.273;0:49.801;137.1;Max Schweid;0:00:14.268;Am;;TechSport;Toyota Gazoo Racing;GF;72.225;52.273;49.801;39.417;39.417;32.808;1:12.225;21.072;1:33.297;31.201;2:04.498;20.559;2:25.057;29.242;2:54.299;
98;1;2;2:18.579;0;;47.176;0;46.149;0;45.254;0;99.7;5:12.878;08:55:12.878;0:47.176;0:46.149;0:45.254;156.1;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;47.176;46.149;45.254;19.435;19.435;27.741;47.176;18.989;1:06.165;27.160;1:33.325;17.904;1:51.229;27.350;2:18.579;
98;1;3;2:14.049;2;;45.733;0;44.345;2;43.971;2;103.1;7:26.927;08:57:26.927;0:45.733;0:44.345;0:43.971;161.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;45.733;44.345;43.971;18.829;18.829;26.904;45.733;17.897;1:03.630;26.448;1:30.078;17.280;1:47.358;26.691;2:14.049;
98;1;4;2:52.867;0;B;45.498;2;45.139;0;1:22.230;0;79.9;10:19.794;09:00:19.794;0:45.498;0:45.139;1:22.230;161.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;RF;45.498;45.139;82.230;18.965;18.965;26.533;45.498;17.978;1:03.476;27.161;1:30.637;18.250;1:48.887;1:03.980;2:52.867;
98;1;5;6:26.422;0;B;4:11.368;0;48.035;0;1:27.019;0;35.8;16:46.216;09:06:46.216;4:11.368;0:48.035;1:27.019;143.0;Max Schweid;0:04:02.804;Am;;TechSport;Toyota Gazoo Racing;FF;251.368;48.035;87.019;3:42.154;3:42.154;29.214;4:11.368;19.238;4:30.606;28.797;4:59.403;20.051;5:19.454;1:06.968;6:26.422;
