"Series","Class","No.","Best Lap 1","Best Lap 2","Best Lap 3","Best Lap 4","Best Lap 5","Best Lap 6","Best Lap 7","Best Lap 8","Best Lap 9","Best Lap 10","Average Best Time"
"GR Cup","Am","3","2:10.392","2:10.450","2:10.611","2:10.802","2:11.032","2:11.637","2:16.854","2:19.194","2:22.434","4:09.138","02:25.254"
"GR Cup","Am","5","2:05.513","2:05.614","2:05.775","2:06.749","2:11.318","2:14.256","2:15.408","2:15.818","2:16.525","8:02.249","02:45.923"
"GR Cup","Am","09","2:07.868","2:07.979","2:08.131","2:08.238","2:08.426","2:08.472","2:08.580","2:08.592","2:09.839","2:13.453","02:08.958"
"GR Cup","Am","11","2:11.687","2:12.272","2:12.400","2:12.538","2:12.932","2:13.082","2:13.888","2:14.773","2:15.163","2:18.601","02:13.734"
"GR Cup","Am","13","2:06.277","2:06.391","2:06.495","2:06.504","2:06.748","2:07.559","2:15.052","2:18.074","5:58.167","","02:34.585"
"GR Cup","Am","14","2:06.935","2:06.963","2:07.220","2:07.344","2:07.589","2:07.590","2:09.460","2:13.554","2:21.933","3:45.644","02:19.423"
"GR Cup","Am","15","2:07.843","2:08.109","2:08.154","2:08.557","2:09.929","2:13.665","2:14.993","2:27.408","5:34.121","6:45.699","02:59.848"
"GR Cup","Am","18","2:07.016","2:07.037","2:07.728","2:08.090","2:08.228","2:09.336","2:17.528","","","","02:09.280"
"GR Cup","Am","21","2:07.536","2:08.269","2:08.301","2:08.608","2:08.971","2:13.947","2:16.172","2:16.767","2:20.335","3:49.387","02:21.829"
"GR Cup","Am","22","2:07.445","2:07.455","2:07.736","2:07.944","2:08.875","2:09.011","2:10.196","2:10.670","2:14.454","2:21.896","02:10.568"
"GR Cup","Am","24","2:08.351","2:08.370","2:08.419","2:08.720","2:08.894","2:09.192","2:09.278","2:09.639","2:13.583","2:14.966","02:09.941"
"GR Cup","Am","25","2:08.277","2:08.585","2:08.843","2:08.888","2:09.393","2:13.509","2:21.400","2:21.604","7:39.817","","02:48.924"
"GR Cup","Am","30","2:09.641","2:09.958","2:10.133","2:10.767","2:11.119","2:11.679","2:13.660","2:15.141","2:17.259","2:24.430","02:13.379"
"GR Cup","Am","31","2:07.233","2:07.487","2:07.622","2:08.025","2:08.290","2:08.293","2:08.374","2:09.261","2:09.271","2:13.630","02:08.749"
"GR Cup","Am","34","2:07.980","2:08.024","2:08.056","2:08.084","2:08.088","2:08.628","2:08.777","2:15.183","2:19.453","4:50.618","02:26.289"
"GR Cup","Am","39","2:06.608","2:06.877","2:06.930","2:07.036","2:07.269","2:07.364","2:07.612","2:08.033","2:08.100","2:10.684","02:07.651"
"GR Cup","Am","41","2:09.059","2:09.361","2:09.443","2:09.783","2:09.784","2:10.120","2:10.407","2:11.085","2:14.130","2:14.989","02:10.816"
"GR Cup","Am","44","2:08.510","2:09.440","2:09.587","2:09.697","2:09.816","2:10.813","2:11.464","2:12.964","2:14.296","2:15.753","02:11.234"
"GR Cup","Am","46","2:06.733","2:06.899","2:07.116","2:08.644","2:12.326","2:12.442","2:14.023","2:16.377","2:51.268","3:40.265","02:23.609"
"GR Cup","Am","47","2:07.056","2:07.127","2:07.282","2:07.541","2:07.659","2:08.003","2:09.030","2:09.306","2:12.789","2:13.055","02:08.885"
"GR Cup","Am","50","2:07.791","2:08.133","2:08.371","2:08.902","2:08.907","2:09.033","2:09.812","2:10.046","2:10.060","2:10.951","02:09.201"
"GR Cup","Am","51","2:08.581","2:08.619","2:08.722","2:09.276","2:11.100","2:12.958","2:14.834","2:15.504","2:18.021","4:54.857","02:28.247"
"GR Cup","Am","55","2:06.201","2:06.230","2:06.809","2:07.118","2:09.074","2:10.761","2:12.129","2:15.234","2:19.318","4:32.450","02:24.532"
"GR Cup","Am","57","2:06.630","2:06.898","2:06.990","2:07.058","2:07.249","2:07.360","2:07.414","2:08.342","2:10.574","2:10.611","02:07.913"
"GR Cup","Am","61","2:12.958","2:12.995","2:13.651","2:13.868","2:16.095","2:16.713","2:18.156","2:18.172","2:18.457","2:19.377","02:16.044"
"GR Cup","Am","71","2:06.923","2:07.093","2:07.496","2:08.284","2:08.324","2:08.499","2:08.765","2:09.879","2:12.252","2:16.499","02:09.401"
"GR Cup","Am","75","2:09.185","2:09.267","2:09.314","2:09.424","2:09.639","2:10.092","2:12.192","2:15.239","2:30.096","8:00.960","02:47.541"
"GR Cup","Am","76","2:07.431","2:07.632","2:07.720","2:08.082","2:09.147","2:11.630","2:12.536","2:17.906","2:26.228","3:47.960","02:21.627"
"GR Cup","Am","77","2:09.020","2:09.446","2:09.504","2:09.667","2:09.852","2:13.754","2:20.535","2:22.669","3:42.052","5:59.250","02:44.575"
"GR Cup","Am","80","2:07.379","2:07.697","2:07.779","2:08.204","2:08.360","2:08.774","2:08.787","2:17.796","2:19.440","3:29.924","02:18.414"
"GR Cup","Am","88","2:08.495","2:08.876","2:09.284","2:09.285","2:09.803","2:10.027","2:10.777","2:10.938","2:11.931","2:14.805","02:10.422"
"GR Cup","Am","99","2:05.859","2:06.811","2:07.150","2:07.237","2:07.925","2:08.598","2:10.667","2:12.680","2:17.892","3:45.678","02:19.050"
